Кабель,От позиция,Каб. ввод,До позиции,Каб. ввод,"Марка кабеля, количество жил, сечение","Длина,",Тип,"Длина,",Тип сигнала
-,QZE-7Q3/1,-,QZT-7Q3/1,-,Комплектная поставка,-,-,-,-
C-QZT7Q3/1-1,QZT-7Q3/1,-,7JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-QZT7Q3/1-2,QZT-7Q3/1,-,7JBZ001,-,Комплектная поставка,-,-,-,AI
-,QZE-7Q3/2,-,QZT-7Q3/2,-,Комплектная поставка,-,-,-,-
C-QZT7Q3/2-1,QZT-7Q3/2,-,7JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-QZT7Q3/2-2,QZT-7Q3/2,-,7JBZ001,-,Комплектная поставка,-,-,-,AI
C-7JBZ001-1,7JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",100,РЗ-ЦХ-25,1,AI
C-7JBZ001-2,7JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",100,РЗ-ЦХ-25,1,24VDC
C-7JBZ001-3,7JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",100,РЗ-ЦХ-25,1,DI
C-7JBZ001-4,7JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",100,РЗ-ЦХ-15,1,DO
C-7JBZ001-5,7JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",100,РЗ-ЦХ-15,1,DO
C-7JBZ001-6,7JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",100,РЗ-ЦХ-15,1,DO
C-7kshe23-1,7кшэ23,-,7JB002,-,Комплектная поставка,-,-,-,DO
C-7kshe23-2,7кшэ23,-,7JB002,-,Комплектная поставка,-,-,-,DI
C-7kshe24-1,7кшэ24,-,7JB002,-,Комплектная поставка,-,-,-,DO
C-7kshe24-2,7кшэ24,-,7JB002,-,Комплектная поставка,-,-,-,DI
C-7kshe27-1,7кшэ27,-,7JB002,-,Комплектная поставка,-,-,-,DO
C-7kshe27-2,7кшэ27,-,7JB002,-,Комплектная поставка,-,-,-,DI
C-LT7L3,LT-7L3,-,7JB002,-,Комплектная поставка,-,-,-,AI
C-PT7P14,PT-7P14,-,7JB002,-,Комплектная поставка,-,-,-,AI
C-PT7P15,PT-7P15,-,7JB002,-,Комплектная поставка,-,-,-,AI
C-TT7T2,TT-7T2,-,7JB002,-,Комплектная поставка,-,-,-,AI
C-UZHМ4/1-1,UZ Hм4/1,-,7JB002,-,Комплектная поставка,-,-,-,DI/DO
C-UZHМ4/1-2,UZ Hм4/1,-,7JB002,-,Комплектная поставка,-,-,-,AO
С-SB1HM4/1,XS_Hм4/1,-,7JB002,-,Комплектная поставка,-,-,-,DO
C-7JB002-1,7JB002,"М32х1,5",7-ШС7.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",15,РЗ-ЦХ-32,2,AI/DI/DO
C-7JB002-2,7JB002,"М20х1,5",7-ШС7.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-7JB002-3,7JB002,"М20х1,5",7-ШС7.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-7JB002-4,7JB002,"М20х1,5",7-ШС7.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-7JB002-5,7JB002,"М25х1,5",7-ШС7.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",15,РЗ-ЦХ-25,2,DI/DO/AO
C-7kshe25,7кшэ25,-,7JB003,-,Комплектная поставка,-,-,-,DO/DI
C-7kshe26,7кшэ26,-,7JB003,-,Комплектная поставка,-,-,-,DO/DI
C-7kshe28,7кшэ28,-,7JB003,-,Комплектная поставка,-,-,-,DO/DI
-,QE-7Q2,-,QT-7Q2,-,Комплектная поставка,-,-,-,-
C-QT7Q2-1,QT-7Q2,-,7JB003,-,Комплектная поставка,-,-,-,24VDC
C-QT7Q2-2,QT-7Q2,-,7JB003,-,Комплектная поставка,-,-,-,AI
C-TT7T1,TT-7T1,-,7JB003,-,Комплектная поставка,-,-,-,AI
C-UZH13/1-1,UZ H13/1,-,7JB003,-,Комплектная поставка,-,-,-,DI/DO
C-UZH13/1-2,UZ H13/1,-,7JB003,-,Комплектная поставка,-,-,-,AO
C-LT7L5,LT-7L5,-,7JB003,-,Комплектная поставка,-,-,-,AI
C-7JB003-1,7JB003,"М25х1,5",7-ШС7.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",80,РЗ-ЦХ-25,2,DI/DO/AO
C-7JB003-2,7JB003,"М32х1,5",7-ШС7.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",80,РЗ-ЦХ-32,2,DI
C-7JB003-3,7JB003,"М20х1,5",7-ШС7.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,24VDC
C-7JB003-4,7JB003,"М20х1,5",7-ШС7.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,DO
C-7JB003-5,7JB003,"М20х1,5",7-ШС7.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,DO
C-7JB003-6,7JB003,"М20х1,5",7-ШС7.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,DO
C-LZT7L10/1,LZT-7L10/1,-,7JBZ002,-,Комплектная поставка,-,-,-,AI
C-LZT7L10/2,LZT-7L10/2,-,7JBZ002,-,Комплектная поставка,-,-,-,AI
C-PZS7P5/1-1,PZS-7P5/1,-,7JBZ002,-,Комплектная поставка,-,-,-,24VDC
C-PZS7P5/1-2,PZS-7P5/1,-,7JBZ002,-,Комплектная поставка,-,-,-,DI
C-PZS7P5/2-1,PZS-7P5/2,-,7JBZ002,-,Комплектная поставка,-,-,-,24VDC
C-PZS7P5/2-2,PZS-7P5/2,-,7JBZ002,-,Комплектная поставка,-,-,-,DI
C-7JBZ002-1,7JBZ002,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",65,РЗ-ЦХ-25,2,AI/DI
C-7JBZ002-2,7JBZ002,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 7х1,5",65,РЗ-ЦХ-25,2,24VDC
C-LT7L1,LT-7L1,-,7JB004,,Комплектная поставка,-,-,-,AI
C-7JB004-1,7JB004,"М20х1,5",7-ШС7.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",10,РЗ-ЦХ-20,2,AI
C-LZT7L6/1,LZT-7L6/1,-,7JBZ003,-,Комплектная поставка,-,-,-,AI
C-LZT7L6/2,LZT-7L6/2,-,7JBZ003,-,Комплектная поставка,-,-,-,AI
C-PZS7P4/1-1,PZS-7P4/1,-,7JBZ003,-,Комплектная поставка,-,-,-,24VDC
C-PZS7P4/1-2,PZS-7P4/1,-,7JBZ003,-,Комплектная поставка,-,-,-,DI
C-PZS7P4/2-1,PZS-7P4/2,-,7JBZ003,-,Комплектная поставка,-,-,-,24VDC
C-PZS7P4/2-2,PZS-7P4/2,-,7JBZ003,-,Комплектная поставка,-,-,-,DI
C-7JBZ003-1,7JBZ003,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",80,РЗ-ЦХ-25,2,AI/DI
C-7JBZ003-2,7JBZ003,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 7х1,5",80,РЗ-ЦХ-25,2,24VDC
C-ШС7.1-Bus1,7-ШС7.1,"М20х1,5",7-ШС9.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",65,-,-,Regul-Bus1
C-ШС7.1-Bus2,7-ШС7.1,"М20х1,5",7-ШС9.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",65,-,-,Regul-Bus2
C-ШС7.1-3,7-ШС7.2,"М25х1,5",7-ШС7.1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",3,РЗ-ЦХ-25,2,DI/DO
C-ШС7.2-1,7-ПАЗ,-,7-ШС7.2,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",80,-,-,DO
-,QE-8Q2,-,QT-8Q2,-,Комплектная поставка,-,-,-,-
C-QT8Q2-1,QT-8Q2,-,8JB001,-,Комплектная поставка,-,-,-,AI
C-LT8L1,LT-8L1,-,8JB001,-,Комплектная поставка,-,-,-,AI
C-8zpe14-1,8зпэ14,-,8JB001,-,Комплектная поставка,-,-,-,DI
C-8zpe14-2,8зпэ14,-,8JB001,-,Комплектная поставка,-,-,-,DO
C-8zpe15-1,8зпэ15,-,8JB001,-,Комплектная поставка,-,-,-,DI
C-8zpe15-2,8зпэ15,-,8JB001,-,Комплектная поставка,-,-,-,DO
C-SB1,XS_H15/1,-,8JB001,-,Комплектная поставка,-,-,-,DI
C-SB2,XS_H15/2,-,8JB001,-,Комплектная поставка,-,-,-,DI
C-8JB001-1,8JB001,"М32х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",10,РЗ-ЦХ-32,2,DI/DO/AO
C-QT8Q2-2,QT-8Q2,-,8JBU001,-,Комплектная поставка,-,-,-,220VAC
C-8JBU001-1,8JBU001,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,220VAC
C-LT8L2,LT-8L2,-,8JB002,-,Комплектная поставка,-,-,-,AI
C-LS8L17,LS-8L17,-,8JB002,-,Комплектная поставка,-,-,-,DI
C-SB1,XS_H16/1,-,8JB002,-,Комплектная поставка,-,-,-,DI
C-SB2,XS_H16/2,-,8JB002,-,Комплектная поставка,-,-,-,DI
C-SB3,XS_HS8M1,-,8JB002,-,Комплектная поставка,-,-,-,DI
C-8JB002-1,8JB002,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,24VDC
C-8JB002-2,8JB002,"М25х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",20,РЗ-ЦХ-25,2,AI/DI/DO
C-ND17/1-1,SIC_НД17/1,-,8JB003,-,Комплектная поставка,-,-,-,AO
C-ND17/1-2,HS_НД17/1,-,8JB003,-,Комплектная поставка,-,-,-,DO
C-ND17/1-3,XA_НД17/1,-,8JB003,-,Комплектная поставка,-,-,-,DI
C-LT8L5,LT-8L5,-,8JB003,-,Комплектная поставка,-,-,-,AI
C-LS8L13,LS-8L13,-,8JB003,-,Комплектная поставка,-,-,-,DI
C-8kshe30-1,8кшэ30,-,8JB003,-,Комплектная поставка,-,-,-,DI
C-8kshe30-2,8кшэ30,-,8JB003,-,Комплектная поставка,-,-,-,DO
C-SB,XS_НД17/1,-,8JB003,-,Комплектная поставка,-,-,-,DI
C-8JB003-1,8JB003,"М32х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",35,РЗ-ЦХ-32,2,DI/DO/
C-8JB003-2,8JB003,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,24VDC
C-LT8L7,LT-8L7,-,8JB004,-,Комплектная поставка,-,-,-,AI
C-LS8L14,LS-8L14,-,8JB004,-,Комплектная поставка,-,-,-,24VDC/ DI
C-LT8L9,LT-8L9,-,8JB004,-,Комплектная поставка,-,-,-,AI
C-LS8L16,LS-8L16,-,8JB004,-,Комплектная поставка,-,-,-,24VDC/ DI
C-ND18/1-1,SIC_НД18/1,-,8JB004,-,Комплектная поставка,-,-,-,AO
C-ND18/1-2,HS_НД18/1,-,8JB004,-,Комплектная поставка,-,-,-,DO
C-ND18/1-3,XL_НД18/1,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-ND18/1-4,XA_НД18/1,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-SB1,XS_НД18/1,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-8kshe110-1,8кшэ110,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-8kshe110-2,8кшэ110,-,8JB004,-,Комплектная поставка,-,-,-,DO
C-8kshe33-1,8кшэ33,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-8kshe33-2,8кшэ33,-,8JB004,-,Комплектная поставка,-,-,-,DO
C-8kshe34-1,8кшэ34,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-8kshe34-2,8кшэ34,-,8JB004,-,Комплектная поставка,-,-,-,DO
C-8kshe111-1,8кшэ111,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-8kshe111-2,8кшэ111,-,8JB004,-,Комплектная поставка,-,-,-,DO
C-8kshe39-1,8кшэ39,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-8kshe39-2,8кшэ39,-,8JB004,-,Комплектная поставка,-,-,-,DO
C-8kshe40-1,8кшэ40,-,8JB004,-,Комплектная поставка,-,-,-,DI
C-8kshe40-2,8кшэ40,-,8JB004,-,Комплектная поставка,-,-,-,DO
C-8JB004-1,8JB004,"М25х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 7х1,5",35,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",24VDC
C-8JB004-2,8JB004,"М32х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",35,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO/
C-8JB004-3,8JB004,"М32х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",35,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO
C-8JB004-4,8JB004,"М32х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",35,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO
C-LT8L11,LT-8L11,-,8JB005,-,Комплектная поставка,-,-,-,AI
C-LS8L15,LS-8L15,-,8JB005,-,Комплектная поставка,-,-,-,24VDC/ DI
C-ND19/1-1,SIC_НД19/1,-,8JB005,-,Комплектная поставка,-,-,-,AO
C-ND19/1-2,HS_НД19/1,-,8JB005,-,Комплектная поставка,-,-,-,DO
C-ND19/1-3,XL_НД19/1,-,8JB005,-,Комплектная поставка,-,-,-,DI
C-ND19/1-4,XA_НД19/1,-,8JB005,-,Комплектная поставка,-,-,-,DI
C-SB,XS_НД19/1,-,8JB005,-,Комплектная поставка,-,-,-,DI
C-8kshe44-1,8кшэ44,-,8JB005,-,Комплектная поставка,-,-,-,DI
C-8kshe44-2,8кшэ44,-,8JB005,-,Комплектная поставка,-,-,-,DO
C-8JB005-1,8JB005,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",40,"РЗ-ЦХ-15
 Ц-15х2,8","2
 2",24VDC
C-8JB005-2,8JB005,"М32х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",40,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO/AO
C-PS8P9,PS-8P9,-,8JB006,-,Комплектная поставка,-,-,-,DI
C-PS8P10,PS-8P10,-,8JB006,-,Комплектная поставка,-,-,-,DI
C-PS8P11,PS-8P11,-,8JB006,-,Комплектная поставка,-,-,-,DI
C-PS8P12,PS-8P12,-,8JB006,-,Комплектная поставка,-,-,-,DI
C-FT8F1-1,FT-8F1,-,8JB006,-,Комплектная поставка,-,-,-,AI
C-FT8F1-2,FT-8F1,-,8JB006,-,Комплектная поставка,-,-,-,24VDC
C-TT8T9,TT-8T9,-,8JB006,-,Комплектная поставка,-,-,-,AI
C-TT8T10,TT-8T10,-,8JB006,-,Комплектная поставка,-,-,-,AI
C-8kre1-2,8крэ1,-,8JB006,-,Комплектная поставка,-,-,-,AO/AI
C-8JB006-1,8JB006,"М32х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",10,РЗ-ЦХ-32,2,DI/DO/AI
C-8JB006-2,8JB006,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,24VDC
C-8kre1-1,8крэ1,-,8JBU006,-,Комплектная поставка,-,-,-,24VAC
C-8JBU006-1,8JBU006,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,220VAC
-,QE-8Q1,-,QT-8Q1,-,Комплектная поставка,-,-,-,-
C-QT8Q1,QT-8Q1,-,8JB007,-,Комплектная поставка,-,-,-,AI
C-FT8F4-1,FT-8F4,-,8JB007,-,Комплектная поставка,-,-,-,AI
C-FT8F4-2,FT-8F4,-,8JB007,-,Комплектная поставка,-,-,-,24VDC
C-8JB007-1,8JB007,"М25х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",20,РЗ-ЦХ-25,2,AI
C-8JB007-2,8JB007,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,24VDC
C-QT8Q1-2,QT-8Q1,-,8JBU007,-,Комплектная поставка,-,-,-,220VAC
C-8JBU007-1,8JBU006,"М20х1,5",7-ШС8.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",20,РЗ-ЦХ-15,2,220VAC
C-LZS8L21/1,LZS-8L21/1,-,8JBZ001,-,Комплектная поставка,-,-,-,DI
C-LZS8L21/2,LZS-8L21/2,-,8JBZ001,-,Комплектная поставка,-,-,-,DI
C-8kshe100-1,8кшэ100,-,8JBZ001,-,Комплектная поставка,-,-,-,DI
C-8kshe100-2,8кшэ100,-,8JBZ001,-,Комплектная поставка,-,-,-,DO
C-8JBZ001-1,8JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 7х1,5",75,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",24VDC
C-8JBZ001-2,8JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",75,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",DI/DO
C-LZS8L23/1,LZS-8L23/1,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZS8L23/2,LZS-8L23/2,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZS8L25/1,LZS-8L25/1,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZS8L25/2,LZS-8L25/2,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-8kshe102-1,8кшэ102,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-8kshe102-2,8кшэ102,-,8JBZ002,-,Комплектная поставка,-,-,-,DO
C-8kshe103-1,8кшэ103,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-8kshe103-2,8кшэ103,-,8JBZ002,-,Комплектная поставка,-,-,-,DO
C-8kshe105-1,8кшэ105,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-8kshe105-2,8кшэ105,-,8JBZ002,-,Комплектная поставка,-,-,-,DO
C-8kshe106-1,8кшэ106,-,8JBZ002,-,Комплектная поставка,-,-,-,DI
C-8kshe106-2,8кшэ106,-,8JBZ002,-,Комплектная поставка,-,-,-,DO
C-8JBZ002-1,8JBZ002,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",75,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",24VDC
C-8JBZ002-2,8JBZ002,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",75,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO
C-8JBZ002-3,8JBZ002,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",75,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO
C-LZS8L27/1,LZS-8L27/1,-,8JBZ003,-,Комплектная поставка,-,-,-,DI
C-LZS8L27/2,LZS-8L27/2,-,8JBZ003,-,Комплектная поставка,-,-,-,DI
C-8kshe108-1,8кшэ108,-,8JBZ003,-,Комплектная поставка,-,-,-,DI
C-8kshe108-2,8кшэ108,-,8JBZ003,-,Комплектная поставка,-,-,-,DO
C-8JBZ003-1,8JBZ003,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 7х1,5",80,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",24VDC
C-8JBZ003-2,8JBZ003,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",80,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",DI/DO
C-TZT8T20/1,TZT-8T20/1,-,8JBZ004,-,Комплектная поставка,-,-,-,AI
C-TZT8T20/2,TZT-8T20/2,-,8JBZ004,-,Комплектная поставка,-,-,-,AI
C-8JBZ004-1,8JBZ004,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",60,РЗ-ЦХ-25,2,AI
-,QZE-8Q21/1,-,QZT-8Q21/1,-,Комплектная поставка,-,-,-,-
C- QZT8Q21/1-1,QZT-8Q21/1,-,8JBZ005,-,Комплектная поставка,-,-,-,AI
-,QZE-8Q21/2,-,QZT-8Q21/2,-,Комплектная поставка,-,-,-,-
C- QZT8Q21/2-1,QZT-8Q21/2,-,8JBZ005,-,Комплектная поставка,-,-,-,AI
C-8JBZ005-1,8JBZ005,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",70,РЗ-ЦХ-25,2,AI
C-QZT8Q21/1-2,QZT-8Q21/1,-,8JBZU001,-,Комплектная поставка,-,-,-,220VAC
C-QZT8Q21/2-2,QZT-8Q21/2,-,8JBZU001,-,Комплектная поставка,-,-,-,220VAC
C-8JBZU001-1,8JBZU001,"М20х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",55,РЗ-ЦХ-15,2,220VAC
C-LS8L30,LS-8L30,-,8JB103,-,Комплектная поставка,-,-,-,DI
C-LS8L31,LS-8L31,-,8JB103,-,Комплектная поставка,-,-,-,DI
C-PDS8P32,PDS-8P32,-,8JB103,-,Комплектная поставка,-,-,-,DI
C-PDS8P33,PDS-8P33,-,8JB103,-,Комплектная поставка,-,-,-,DI
C-PT8P20,PT-8P20,-,8JB103,-,Комплектная поставка,-,-,-,AI
C-8JB103-1,8JB103,"М25х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",30,"РЗ-ЦХ-25
 Ц-25х3,2","2
 4",AI/DI
C-LT8L3,LT-8L3,-,8JB105,-,Комплектная поставка,-,-,-,AI
C-8JB105-1,8JB105,"М25х1,5",7-ШС8.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",30,"РЗ-ЦХ-25
 Ц-25х3,2","2
 5",AI
C-LZT8L29/1,LZT-8L29/1,-,8JBZ101,-,Комплектная поставка,-,-,-,AI
C-LZT8L29/2,LZT-8L29/2,-,8JBZ101,-,Комплектная поставка,-,-,-,AI
C-8JBZ101-1,8JBZ101,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",70,"РЗ-ЦХ-25
 Ц-25х3,2","2
 4",AI
C-QZT8Q20/1,QZT-8Q20/1,-,8JBZ102,-,Комплектная поставка,-,-,-,AI
C-QZT8Q20/2,QZT-8Q20/2,-,8JBZ102,-,Комплектная поставка,-,-,-,AI
C-QZT8Q22/1,QZT-8Q22/1,-,8JBZ102,-,Комплектная поставка,-,-,-,AI
C-QZT8Q22/2,QZT-8Q22/2,-,8JBZ102,-,Комплектная поставка,-,-,-,AI
C-8JBZ102-1,8JBZ102,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный,",70,"РЗ-ЦХ-25
 Ц-25х3,2","2
 4",AI
C-8JBZ102-2,8JBZ102,"М25х1,5",7-ПАЗ,-,"Кабель управления,",70,"РЗ-ЦХ-25
 Ц-25х3,2","2
 4",24VDC
C- MS8зпэ20-1,MS-8зпэ20,-,8JB106,-,Комплектная поставка,-,-,-,DO
C-MS8зпэ20-2,MS-8зпэ20,-,8JB106,-,Комплектная поставка,-,-,-,DI
C-8JB106-1,8JB106,"М20х1,5",7-ШС8.1,-,"Кабель управления,",30,"РЗ-ЦХ-15
 Ц-15х2,8","2
 5",DO
C-8JB106-2,8JB106,"М20х1,5",7-ШС8.1,-,"Кабель управления, экранированный,",30,"РЗ-ЦХ-20
 Ц-20х2,8","2
 5",DI
