Кабель,От позиция,Каб. ввод,До позиции,Каб. ввод,"Марка кабеля, количество жил, сечение","Длина,",Тип,"Длина,",Тип сигнала
C-PZT13P23/2,PZT-13P23/2,-,13.2JBZ001,-,Комплектная поставка,-,-,-,AI
C-13.2JBZ001-1,13.2JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",130,"РЗ-ЦХ-25
 Ц-25х3,2","2
 5",DI/AI
C-PZT13P20/1,PZT-13P20/1,-,13.2JBZ002,-,Комплектная поставка,-,-,-,AI
C-PZT13P20/2,PZT-13P20/2,-,13.2JBZ002,-,Комплектная поставка,-,-,-,AI
C-13.2JBZ002-1,13.2JBZ002,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",130,"РЗ-ЦХ-25
 Ц-25х3,2","2
 5",AI
C-LS13L9.1,LS-13L9.1,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DI
C-LS13L9.2,LS-13L9.2,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DI
C-PS13P11,PS-13P11,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DI
C-FT13F12-1,FT-13F12,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,AI
C-FT13F12-2,FT-13F12,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,24VDC
C-13kshv3,13кшv3,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI
C-13kshv11,13кшv11,-,Клеммная коробка X1,-,Комплектная поставка,-,-,-,DO/DI
W73,Клеммная коробка X1,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI
C-PT13P38,PT-13P38,-,Клеммная коробка AX10,-,Комплектная поставка,-,-,-,AI
W11,Клеммная коробка AX10,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO
W12,Клеммная коробка AX10,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,AI/DI
C-PT13P36,PT-13P36,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,AI
C-PT13P15,PT-13P15,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,AI
C-13zpv1,13зпv1,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13zpv3,13зпv3,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13кшэ7-1,13кшэ7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DI
C-13кшэ7-2,13кшэ7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO
C-13кшэ8-1,13кшэ8,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DI
C-13кшэ8-2,13кшэ8,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO
C-13kshv4,13кшv4,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13kshv5,13кшv5,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13kshv6,13кшv6,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13kshv8,13кшv8,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13zpv4,13зпv4,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13zpv5,13зпv5,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13zpv6,13зпv6,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13kshv7,13кшv7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13zpv7,13зпv7,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13zpv9,13зпv9,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
C-13zpv10,13зпv10,-,Управление клапанами X2,-,Комплектная поставка,-,-,-,DO/DI
W52,Управление клапанами X2,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI/AI
W53,Управление клапанами X2,-,Шкаф управления AX1,-,Комплектная поставка,-,-,-,DO/DI/AI
C-AX1_2-1,управления AX1 (второй модуль),"М20х1,5",Шкаф управления AX1 (первый модуль),"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",5,-,-,RS485
C-AX1_2-2,управления AX1,"М25х1,5",7-ШС24.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",75 45,-,-,DI
C-AX1_2-3,7-ПАЗ,-,Шкаф управления AX1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",75,-,-,DO
C-ШС13.1-Bus1,7-ШС13.1,"М20х1,5",7-ШС2.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",30,-,-,Regul-Bus1
C-ШС13.1-Bus2,7-ШС13.1,"М20х1,5",7-ШС2.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",30,-,-,Regul-Bus2
C-ШС13.1-3,7-ШС13.2,"М25х1,5",7-ШС13.1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",3,РЗ-ЦХ-25,2,DI/DO
C-ШС13.2-1,7-ПАЗ,-,7-ШС13.2,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",130,-,-,DO
C-FT14F1-1,FT-14F1,-,14JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT14F1-2,FT-14F1,-,14JB001,-,Комплектная поставка,-,-,-,AI
C-LT14L1,LT-14L1,-,14JB001,-,Комплектная поставка,-,-,-,AI
C-14zpe14-1,14зпэ14,-,14JB001,-,Комплектная поставка,-,-,-,DO
C-14zpe14-2,14зпэ14,-,14JB001,-,Комплектная поставка,-,-,-,DI
C-14zpe17-1,14зпэ17,-,14JB001,-,Комплектная поставка,-,-,-,DO
C-14zpe17-2,14зпэ17,-,14JB001,-,Комплектная поставка,-,-,-,DI
C-14JB001-1,14JB001,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-14JB001-2,14JB001,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-14JB001-3,14JB001,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,24VDC
C-14JB001-4,14JB001,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",15,РЗ-ЦХ-32,2,AI/DI
C-LZT14L6/1,LZT-14L6/1,-,14JBZ001,-,Комплектная поставка,-,-,-,AI
C-LZT14L6/2,LZT-14L6/,-,14JBZ001,-,Комплектная поставка,-,-,-,AI
C-14JBZ001-1,14JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",125,РЗ-ЦХ-25,2,AI
C-LT14L2,LT-14L2,-,14JB002,-,Комплектная поставка,-,-,-,AI
C-FT14F8-1,FT-14F8,-,14JB002,-,Комплектная поставка,-,-,-,24VDC
C-FT14F8-2,FT-14F8,-,14JB002,-,Комплектная поставка,-,-,-,AI
C-14zpe18-1,14зпэ18,-,14JB002,-,Комплектная поставка,-,-,-,DO
C-14zpe18-2,14зпэ18,-,14JB002,-,Комплектная поставка,-,-,-,DI
C-14JB002-1,14JB002,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-14JB002-2,14JB002,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,24VDC
C-14JB002-3,14JB002,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",15,РЗ-ЦХ-25,2,AI/DI
C-14zpe15-1,14зпэ15,-,14JBZ002,-,Комплектная поставка,-,-,-,DO
C-14zpe15-2,14зпэ15,-,14JBZ002,-,Комплектная поставка,-,-,-,DI
C-PZS14P11/1-1,PZS-14P11/1,-,14JBZ002,-,Комплектная поставка,-,-,-,24VDC
C-PZS14P11/1-3,PZS-14P11/1,-,14JBZ002,-,Комплектная поставка,-,-,-,DI
C-PZS14P11/2-1,PZS-14P11/2,-,14JBZ002,-,Комплектная поставка,-,-,-,24VDC
C-PZS14P11/2-2,PZS-14P11/2,-,14JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZT14L7/1,LZT-14L7/1,-,14JBZ002,-,Комплектная поставка,-,-,-,AI
C-LZT14L7/2,LZT-14L7/2,-,14JBZ002,-,Комплектная поставка,-,-,-,AI
C-14JBZ002-1,14JBZ002,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",135,РЗ-ЦХ-15,2,DO
C-14JBZ002-2,14JBZ002,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",135,РЗ-ЦХ-32,2,AI/DI
C-FT14F9-1,FT-14F9,-,14JB003,-,Комплектная поставка,-,-,-,24VDC
C-FT14F9-2,FT-14F9,-,14JB003,-,Комплектная поставка,-,-,-,AI
C-LT14L3,LT-14L3,-,14JB003,-,Комплектная поставка,-,-,-,AI
C-14zpe19-1,14зпэ19,-,14JB003,-,Комплектная поставка,-,-,-,DO
C-14zpe19-2,14зпэ19,-,14JB003,-,Комплектная поставка,-,-,-,DI
C-14JB003-1,14JB003,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",60,РЗ-ЦХ-15,2,DO
C-14JB003-2,14JB003,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",60,РЗ-ЦХ-15,2,24VDC
C-14JB003-3,14JB003,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",60,РЗ-ЦХ-25,2,AI/DI
C-14zpe16-1,14зпэ16,-,14JBZ003,-,Комплектная поставка,-,-,-,DO
C-14zpe16-2,14зпэ16,-,14JBZ003,-,Комплектная поставка,-,-,-,DI
C-PZS14P12/1-1,PZS-14P12/1,-,14JBZ003,-,Комплектная поставка,-,-,-,24VDC
C-PZS14P12/1-2,PZS-14P12/1,-,14JBZ003,-,Комплектная поставка,-,-,-,DI
C-PZS14P12/2-1,PZS-14P12/2,-,14JBZ003,-,Комплектная поставка,-,-,-,24VDC
C-PZS14P12/2-2,PZS-14P12/2,-,14JBZ003,-,Комплектная поставка,-,-,-,DI
C-LZT14L8/1,LZT-14L8/1,-,14JBZ003,-,Комплектная поставка,-,-,-,AI
C-LZT14L8/2,LZT-14L8/2,-,14JBZ003,-,Комплектная поставка,-,-,-,AI
C-14JBZ003-1,14JBZ003,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",115,РЗ-ЦХ-15,2,DO
C-14JBZ003-2,14JBZ003,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",115,РЗ-ЦХ-15,2,24VDC
C-14JBZ003-3,14JBZ003,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",115,РЗ-ЦХ-32,2,AI/DI
C-LT14L4,LT-14L4,-,14JB004,-,Комплектная поставка,-,-,-,AI
C-14kshe8-1,14кшэ8,-,14JB004,-,Комплектная поставка,-,-,-,DO
C-14kshe8-2,14кшэ8,-,14JB004,-,Комплектная поставка,-,-,-,DI
C-14kshe9-1,14кшэ9,-,14JB004,-,Комплектная поставка,-,-,-,DO
C-14kshe9-2,14кшэ9,-,14JB004,-,Комплектная поставка,-,-,-,DI
C-НД8/2-1,НД8/2,-,14JB004,-,Комплектная поставка,-,-,-,DO/DI
C-НД8/2-2,НД8/2,-,14JB004,-,Комплектная поставка,-,-,-,AO
C-14JB004-1,14JB004,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-14JB004-2,14JB004,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15,РЗ-ЦХ-15,2,DO
C-14JB004-3,14JB004,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",15,РЗ-ЦХ-25,2,AI/DI/ AO
C-14JB004-4,14JB004,"М20х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",15,РЗ-ЦХ-20,2,AI/DI/ AO
C-14kshe12-1,14кшэ12,-,14JBZ004,-,Комплектная поставка,-,-,-,DO
C-14kshe12-2,14кшэ12,-,14JBZ004,-,Комплектная поставка,-,-,-,DI
C-14kshe13-1,14кшэ13,-,14JBZ004,-,Комплектная поставка,-,-,-,DO
C-14kshe13-2,14кшэ13,-,14JBZ004,-,Комплектная поставка,-,-,-,DI
C-PZS14P18/1-1,PZS-14P18/1,-,14JBZ004,-,Комплектная поставка,-,-,-,24VDC
C-PZS14P18/1-2,PZS-14P18/1,-,14JBZ004,-,Комплектная поставка,-,-,-,DI
C-PZS14P18/2-1,PZS-14P18/2,-,14JBZ004,-,Комплектная поставка,-,-,-,24VDC
C-PZS14P18/2-2,PZS-14P18/2,-,14JBZ004,-,Комплектная поставка,-,-,-,DI
C-LZT14L9/1,LZT-14L9/1,-,14JBZ004,-,Комплектная поставка,-,-,-,AI
C-LZT14L9/2,LZT-14L9/2,-,14JBZ004,-,Комплектная поставка,-,-,-,AI
C-14JBZ004-1,14JBZ004,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",120,РЗ-ЦХ-15,2,DO
C-14JBZ004-2,14JBZ004,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",120,РЗ-ЦХ-15,2,DO
C-14JBZ004-3,14JBZ004,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",120,РЗ-ЦХ-15,2,24VDC
C-14JBZ004-4,14JBZ004,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",120,РЗ-ЦХ-32,2,AI/DI
C-14kshe1/1-1,14кшэ1/1,-,14JB005,-,Комплектная поставка,-,-,-,DO
C-14kshe1/1-2,14кшэ1/1,-,14JB005,-,Комплектная поставка,-,-,-,DI
C-14kshe2/1-1,14кшэ2/1,-,14JB005,-,Комплектная поставка,-,-,-,DO
C-14kshe2/1-2,14кшэ2/1,-,14JB005,-,Комплектная поставка,-,-,-,DI
C-14zpe3/1-1,14зпэ3/1,-,14JB005,-,Комплектная поставка,-,-,-,DO
C-14zpe3/1-2,14зпэ3/1,-,14JB005,-,Комплектная поставка,-,-,-,DI
C-14zpe4/1-1,14зпэ4/1,-,14JB005,-,Комплектная поставка,-,-,-,DO
C-14zpe4/1-2,14зпэ4/1,-,14JB005,-,Комплектная поставка,-,-,-,DI
C-14kshe5/1-1,14кшэ5/1,-,14JB005,-,Комплектная поставка,-,-,-,DO
C-14kshe5/1-2,14кшэ5/1,-,14JB005,-,Комплектная поставка,-,-,-,DI
C-14kshe6-1,14кшэ6,-,14JB005,-,Комплектная поставка,-,-,-,DO
C-14kshe6-2,14кшэ6,-,14JB005,-,Комплектная поставка,-,-,-,DI
C-FT14F7-1,FT-14F7,-,14JB005,-,Комплектная поставка,-,-,-,24VDC
C-FT14F7-2,FT-14F7,-,14JB005,-,Комплектная поставка,-,-,-,AI
C-14JB005-1,14JB005,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB005-2,14JB005,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB005-3,14JB005,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB005-4,14JB005,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB005-5,14JB005,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB005-6,14JB005,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB005-7,14JB005,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,24VDC
C-14JB005-8,14JB005,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",35,РЗ-ЦХ-32,2,AI/DI
C-14JB005-9,14JB005,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",35,РЗ-ЦХ-32,2,DI
C-14kshe1/2-1,14кшэ1/2,-,14JB006,-,Комплектная поставка,-,-,-,DO
C-14kshe1/2-2,14кшэ1/2,-,14JB006,-,Комплектная поставка,-,-,-,DI
C-14kshe2/2-1,14кшэ2/2,-,14JB006,-,Комплектная поставка,-,-,-,DO
C-14kshe2/2-2,14кшэ2/2,-,14JB006,-,Комплектная поставка,-,-,-,DI
C-14zpe3/2-1,14зпэ3/2,-,14JB006,-,Комплектная поставка,-,-,-,DO
C-14zpe3/2-2,14зпэ3/2,-,14JB006,-,Комплектная поставка,-,-,-,DI
C-14zpe4/2-1,14зпэ4/2,-,14JB006,-,Комплектная поставка,-,-,-,DO
C-14zpe4/2-2,14зпэ4/2,-,14JB006,-,Комплектная поставка,-,-,-,DI
C-14kshe5/2-1,14кшэ5/2,-,14JB006,-,Комплектная поставка,-,-,-,DO
C-14kshe5/2-2,14кшэ5/2,-,14JB006,-,Комплектная поставка,-,-,-,DI
C-14JB006-1,14JB006,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB006-2,14JB006,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB006-3,14JB006,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB006-4,14JB006,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB006-5,14JB006,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB006-6,14JB006,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",35,РЗ-ЦХ-32,2,DI
C-14kshe1/3-1,14кшэ1/3,-,14JB007,-,Комплектная поставка,-,-,-,DO
C-14kshe1/3-2,14кшэ1/3,-,14JB007,-,Комплектная поставка,-,-,-,DI
C-14kshe2/3-1,14кшэ2/3,-,14JB007,-,Комплектная поставка,-,-,-,DO
C-14kshe2/3-2,14кшэ2/3,-,14JB007,-,Комплектная поставка,-,-,-,DI
C-14zpe3/3-1,14зпэ3/3,-,14JB007,-,Комплектная поставка,-,-,-,DO
C-14zpe3/3-2,14зпэ3/3,-,14JB007,-,Комплектная поставка,-,-,-,DI
C-14zpe4/3-1,14зпэ4/3,-,14JB007,-,Комплектная поставка,-,-,-,DO
C-14zpe4/3-2,14зпэ4/3,-,14JB007,-,Комплектная поставка,-,-,-,DI
C-14kshe5/3-1,14кшэ5/3,-,14JB007,-,Комплектная поставка,-,-,-,DO
C-14kshe5/3-2,14кшэ5/3,-,14JB007,-,Комплектная поставка,-,-,-,DI
C-14JB007-1,14JB007,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB007-2,14JB007,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB007-3,14JB007,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB007-4,14JB007,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB007-5,14JB007,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB007-6,14JB007,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",35,РЗ-ЦХ-32,2,DI
C-14kshe1/4-1,14кшэ1/4,-,14JB008,-,Комплектная поставка,-,-,-,DO
C-14kshe1/4-2,14кшэ1/4,-,14JB008,-,Комплектная поставка,-,-,-,DI
C-14kshe2/4-1,14кшэ2/4,-,14JB008,-,Комплектная поставка,-,-,-,DO
C-14kshe2/4-2,14кшэ2/4,-,14JB008,-,Комплектная поставка,-,-,-,DI
C-14zpe3/4-1,14зпэ3/4,-,14JB008,-,Комплектная поставка,-,-,-,DO
C-14zpe3/4-2,14зпэ3/4,-,14JB008,-,Комплектная поставка,-,-,-,DI
C-14zpe4/4-1,14зпэ4/4,-,14JB008,-,Комплектная поставка,-,-,-,DO
C-14zpe4/4-2,14зпэ4/4,-,14JB008,-,Комплектная поставка,-,-,-,DI
C-14kshe5/4-1,14кшэ5/4,-,14JB008,-,Комплектная поставка,-,-,-,DO
C-14kshe5/4-2,14кшэ5/4,-,14JB008,-,Комплектная поставка,-,-,-,DI
C-14JB008-1,14JB008,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB008-2,14JB008,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB008-3,14JB008,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB008-4,14JB008,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB008-5,14JB008,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB008-6,14JB008,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",35,РЗ-ЦХ-32,2,DI
C-14kshe1/5-1,14кшэ1/5,-,14JB009,-,Комплектная поставка,-,-,-,DO
C-14kshe1/5-2,14кшэ1/5,-,14JB009,-,Комплектная поставка,-,-,-,DI
C-14kshe2/5-1,14кшэ2/5,-,14JB009,-,Комплектная поставка,-,-,-,DO
C-14kshe2/5-2,14кшэ2/5,-,14JB009,-,Комплектная поставка,-,-,-,DI
C-14zpe3/5-1,14зпэ3/5,-,14JB009,-,Комплектная поставка,-,-,-,DO
C-14zpe3/5-2,14зпэ3/5,-,14JB009,-,Комплектная поставка,-,-,-,DI
C-14zpe4/5-1,14зпэ4/5,-,14JB009,-,Комплектная поставка,-,-,-,DO
C-14zpe4/5-2,14зпэ4/5,-,14JB009,-,Комплектная поставка,-,-,-,DI
C-14kshe5/5-1,14кшэ5/5,-,14JB009,-,Комплектная поставка,-,-,-,DO
C-14kshe5/5-2,14кшэ5/5,-,14JB009,-,Комплектная поставка,-,-,-,DI
C-14JB009-1,14JB009,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB009-2,14JB009,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB009-3,14JB009,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB009-4,14JB009,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB009-5,14JB009,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB009-6,14JB009,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",35,РЗ-ЦХ-32,2,DI
C-14kshe1/6-1,14кшэ1/6,-,14JB010,-,Комплектная поставка,-,-,-,DO
C-14kshe1/6-2,14кшэ1/6,-,14JB010,-,Комплектная поставка,-,-,-,DI
C-14kshe2/6-1,14кшэ2/6,-,14JB010,-,Комплектная поставка,-,-,-,DO
C-14kshe2/6-2,14кшэ2/6,-,14JB010,-,Комплектная поставка,-,-,-,DI
C-14zpe3/6-1,14зпэ3/6,-,14JB010,-,Комплектная поставка,-,-,-,DO
C-14zpe3/6-2,14зпэ3/6,-,14JB010,-,Комплектная поставка,-,-,-,DI
C-14zpe4/6-1,14зпэ4/6,-,14JB010,-,Комплектная поставка,-,-,-,DO
C-14zpe4/6-2,14зпэ4/6,-,14JB010,-,Комплектная поставка,-,-,-,DI
C-14kshe5/6-1,14кшэ5/6,-,14JB010,-,Комплектная поставка,-,-,-,DO
C-14kshe5/6-2,14кшэ5/6,-,14JB010,-,Комплектная поставка,-,-,-,DI
C-14zpe10-1,14зпэ10,-,14JB010,-,Комплектная поставка,-,-,-,DO
C-14zpe10-2,14зпэ10,-,14JB010,-,Комплектная поставка,-,-,-,DI
C-PDT14P16,PDT-14P16,-,14JB010,-,Комплектная поставка,-,-,-,AI
C-14JB010-1,14JB010,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB010-2,14JB010,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB010-3,14JB010,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB010-4,14JB010,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB010-5,14JB010,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB010-6,14JB010,"М20х1,5",7-ШС14.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",35,РЗ-ЦХ-15,2,DO
C-14JB010-7,14JB010,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",35,РЗ-ЦХ-32,2,DI
C-14JB010-8,14JB010,"М32х1,5",7-ШС14.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",35,РЗ-ЦХ-32,2,AI/DI
C-ШС14.1-Bus1,7-ШС14.1,"М20х1,5",7-ШС16.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",60,-,-,Regul-Bus1
