id,system,equipment,name,place,product,module,channel,crate,check,property,comment,adr,sign,YMIN,YMAX,WL,WH,AL,AH,format,unit,filter,node
PT_9P15,RSU_7,PT-9P15,Давление в линии обработанного пермеата,Трубопровод,7-ШС9.1,AI101,10,24,,,,%ID789,,,,,,,,,,,Узел ОММ5.9
PT_9P18,RSU_7,PT-9P18,Давление в линии обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ШС9.1,AI101,11,24,,,,%ID791,,,,,,,,,,,Узел ОММ5.3
LT_9L2,RSU_7,LT-9L2,Уровень моющего раствора ОММ5,Емкость Ем6/1,7-ШС9.1,AI101,12,24,,,,%ID793,,,,,,,,,,,Узел ОММ5.4
PT_9P13,RSU_7,PT-9P13,Давление в линии моющего раствора ОММ5,Трубопровод 80-066-02-PC01-NN,7-ШС9.1,AI101,13,24,,,,%ID795,,,,,,,,,,,Узел ОММ5.5
PT_9P14,RSU_7,PT-9P14,Давление в линии моющего раствора ОММ5,Трубопровод 80-066-03-PC01-NN,7-ШС9.1,AI101,14,24,,,,%ID797,,,,,,,,,,,Узел ОММ5.6
TT_9T1,RSU_7,TT-9T1,Температура обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ШС9.1,AI101,15,24,,,,%ID799,,,,,,,,,,,Узел ОММ5.7
TT_9T2,RSU_7,TT-9T2,Температура моющего раствора ОММ5,Трубопровод 80-066-03-PC01-NN,7-ШС9.1,AI101,16,24,,,,%ID801,,,,,,,,,,,Узел ОММ5.8
QT_10Q1_pH,RSU_7,QT-10Q1,pH на линии пермеата ОММ5,Трубопровод 80-037-04-PC01-NN,7-ШС10.1,AI101,1,25,,,,%ID846,,,,,,,,,,,Узел сорбционной очистки в адсорберах I ступени. Узел ионного обмена/модуль 1/АД1
FT_10F7,RSU_7,FT-10F7,Расход обессоленной воды,Трубопровод 50-042-01-PC01-NN,7-ШС10.1,AI101,2,25,,,,%ID848,,,,,,,,,,,Узел сорбционной очистки в адсорберах I ступени. Узел ионного обмена/модуль 1
QT_10Q2_pH,RSU_7,QT-10Q2,pH на линии промывной воды ИО,Трубопровод 50-044-01-PC01-NN,7-ШС10.1,AI101,3,25,,,,%ID850,,,,,,,,,,,Узел сорбционной очистки в адсорберах I ступени. Узел ионного обмена/модуль 1/ИО1
LT_10L1,RSU_7,LT-10L1,Уровень пермеата ОММ5,Емкость Е25/1,7-ШС10.1,AI101,5,25,,,,%ID854,,,,,,,,,,,Узел сорбционной очистки в адсорберах I ступени. Узел ионного обмена/модуль 1/Е25.1
LT_10L2,RSU_7,LT-10L2,Уровень 40% раствора едкого натра,Емкость Е26/1,7-ШС10.1,AI101,6,25,,,,%ID856,,,,,,,,,,,Узел сорбционной очистки в адсорберах I ступени. Узел ионного обмена/модуль 1/Е26.1
PDT_10P14,RSU_7,PDT-10P14,Перепад давления в линии пермеата ОММ5,Трубопровод,7-ШС10.1,AI101,7,25,,,,%ID858,,,,,,,,,,,Узел сорбционной очистки в адсорберах I ступени. Узел ионного обмена/модуль 1
PDT_11P12,RSU_7,PDT-11P12,Перепад давления в линии обессоленной воды,Трубопровод,7-ШС11.1,AI101,1,33,,,,%ID1218,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1
LT_11L2,RSU_7,LT-11L2,Уровень фильтрата АД2,Емкость Е27/1,7-ШС11.1,AI101,2,33,,,,%ID1220,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/Е27.1
LT_11L1,RSU_7,LT-11L1,Уровень фильтрата АД2,Емкость Е28/1,7-ШС11.1,AI101,3,33,,,,%ID1222,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/Е28.1
PT_11P16,RSU_7,PT-11P16,Давление в линии фильтрата АД2,Трубопровод 15-013-09-PC01-NN,7-ШС11.1,AI101,4,33,,,,%ID1224,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/Е28.1
PT_11P14,RSU_7,PT-11P14,Давление в линии фильтрата АД2,Трубопровод 50-013-05-PC01-NN,7-ШС11.1,AI101,5,33,,,,%ID1226,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/Е28.1
FT_11F5,RSU_7,FT-11F5,Расход фильтрата АД2,Трубопровод 80-013-01-PC01-NN,7-ШС11.1,AI101,6,33,,,,%ID1228,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/Е27.1
FT_11F8,RSU_7,FT-11F8,Расход воды,Трубопровод 80-013-11-PC01-NN,7-ШС11.1,AI101,7,33,,,,%ID1230,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/Е27.1
QT_11Q1_electrical_conductivity,RSU_7,QT-11Q1,Электропроводность очищенной воды,Трубопровод 80-089-01-PC01-NN,7-ШС11.1,AI101,8,33,,,,%ID1232,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1
QT_11Q2_organic_matter,RSU_7,QT-11Q2,ХПК в воде,Трубопровод 80-089-03-PC01-NN,7-ШС11.1,AI101,9,33,,,,%ID1234,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1
FT_11F6,RSU_7,FT-11F6,Расход обессоленной воды,Трубопровод 65-013-03-PC01-NN,7-ШС11.1,AI101,10,33,,,,%ID1236,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/ Е28.1
FT_11F7,RSU_7,FT-11F7,Расход обессоленной воды,Трубопровод 80-013-07-PC01-NN,7-ШС11.1,AI101,11,33,,,,%ID1238,,,,,,,,,,,Узел сорбционной очистки в адсорберах II ступени. Узел обеззараживания путем ультрафиолетового облучения/модуль 1/ Е28.1
LT_13L3,RSU_7,LT-13L3,Уровень 10% раствора коагулянта FeCl3,Емкость Е1/2,7-ШС13.1,AI101,1,5,,,,%ID48,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е1.2
LT_13L4,RSU_7,LT-13L4,Уровень 10% раствора коагулянта FeCl3,Емкость Е1/2,7-ШС13.1,AI101,2,5,,,,%ID50,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е1.2
LT_13L5,RSU_7,LT-13L5,Уровень 40% раствора едкого натра,Емкость Е2/2,7-ШС13.1,AI101,3,5,,,,%ID52,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е2.2
LT_13L8,RSU_7,LT-13L8,"Уровень 0,1% раствор флокулянта",Емкость Е3/2,7-ШС13.1,AI101,4,5,,,,%ID54,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е3.2
LT_13L12,RSU_7,LT-13L12,"Уровень 0,1% раствор флокулянта",Емкость Е3/2,7-ШС13.1,AI101,5,5,,,,%ID56,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е3.2
TT_13T8,RSU_7,TT-13T8,Температура усредненных стоков,Трубопровод,7-ШС13.1,AI101,6,5,,,,%ID58,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е3.2
QT_13Q2_pH_A,RSU_7,QT-13Q2,pH усредненных стоков,Емкость Есм2/2,7-ШС13.1,AI101,7,5,,,,%ID60,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е3.2
V_13vre13_position,RSU_7,13врэ13,Вентиль регулирующий с электроприводом на линии воды горячей прямой,Трубопровод 80-059-01-СС02-HN,7-ШС13.1,AI101,8,5,,,,%ID62,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Т1.2
QT_13Q2_pH_B,RSU_7,QT-13Q2,pH усредненных стоков,Емкость Есм2/2,7-ШС13.1,AI101,13,5,,,,,,,,,,,,,,,Узел реагентной обработки и методом отстаивания/Модуль 2/Е3.2
ND1_3_current_freq,RSU_7,НД1/3,Текущая частота,Частотный преобразователь насоса НД1/3,7-ШС13.1,AI101,14,5,,,,,,,,,,,,,,,
ND1_3_current_freq,RSU_7,НД1/4,Текущая частота,Частотный преобразователь насоса НД1/4,7-ШС13.1,AI101,15,5,,,,,,,,,,,,,,,
ND3_6_current_freq,RSU_7,НД3/6,Текущая частота,Частотный преобразователь насоса НД3/6,7-ШС13.1,AI101,16,5,,,,,,,,,,,,,,,
FT_14F7,RSU_7,FT-14F7,Расход воздуха,Трубопровод 80-009-11-PC01-NN,7-ШС14.1,AI101,1,15,,,,%ID409,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12
FT_14F8,RSU_7,FT-14F8,Расход фильтрата ФЗ,Трубопровод 100-009-16-PC01-NN,7-ШС14.1,AI101,2,15,,,,%ID411,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/Е7.2
FT_14F9,RSU_7,FT-14F9,Расход фильтрата ФЗ,Трубопровод 100-009-14-PC01-NN,7-ШС14.1,AI101,3,15,,,,%ID413,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/Е6.2
QT_14Q1,RSU_7,QT-14Q1,pH на линии фильтрата ФЗ,Трубопровод 80-009-012-PC01-NN,7-ШС14.1,AI101,4,15,,,,%ID415,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/Е8.2
FT_14F10,RSU_7,FT-14F10,Расход воздуха,Трубопровод 150-093-02-СС02-NN,7-ШС14.1,AI101,5,15,,,,%ID417,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/В3.2
LT_14L1,RSU_7,LT-14L1,Уровень осветленной воды,Емкость Е5/2,7-ШС14.1,AI101,6,15,,,,%ID419,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/Е5.2
PDT_14P16,RSU_7,PDT-14P16,Перепад давления в линии осветленной воды,Трубопровод,7-ШС14.1,AI101,7,15,,,,%ID421,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12
FT_14L2,RSU_7,LT-14L2,Уровень фильтрата ФЗ,Емкость Е7/2,7-ШС14.1,AI101,8,15,,,,%ID423,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/Е7.2
FT_14L4,RSU_7,LT-14L4,Уровень 14%раствора серной кислоты,Емкость Е8/2,7-ШС14.1,AI101,9,15,,,,%ID425,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/Е8.2
FT_14L3,RSU_7,LT-14L3,Уровень фильтрата ФЗ,Емкость Е6/2,7-ШС14.1,AI101,10,15,,,,,,,,,,,,,,,Узел фильтров с зернистой загрузкой ФЗ1.7-12/Е6.2
PT_16P10,RSU_7,PT-16P10,Давление в линии моющего раствора ОММ2,Трубопровод 80-062-02-PC01-NN,7-ШС16.1,AI101,1,17,,,,%ID454,,,,,,,,,,,Узел ОММ 2.2/Ем2.2
PT_16P11,RSU_7,PT-16P11,Давление в линии моющего раствора ОММ2,Трубопровод 80-062-07-PC01-NN,7-ШС16.1,AI101,2,17,,,,%ID456,,,,,,,,,,,Узел ОММ 2.2/Ем2.2
TT_16T2,RSU_7,TT-16T2,Температура моющего раствора ОММ2,Трубопровод 80-062-07-PC01-NN,7-ШС16.1,AI101,3,17,,,,%ID458,,,,,,,,,,,Узел ОММ 2.2
LT_16L1,RSU_7,LT-16L1,Уровень пермеата ОММ1,Емкость Е10/2,7-ШС16.1,AI101,4,17,,,,%ID460,,,,,,,,,,,Узел ОММ 2.2/Е10.2
TT_16T1,RSU_7,TT-16T1,Температура на линии пермеата ОММ1,Трубопровод 80-010-06-SD01-NN,7-ШС16.1,AI101,5,17,,,,%ID462,,,,,,,,,,,Узел ОММ 2.2
PT_16P4,RSU_7,PT-16P4,Давление в линии пермеата ОММ1,Трубопровод 80-010-06-SD01-NN,7-ШС16.1,AI101,6,17,,,,%ID464,,,,,,,,,,,Узел ОММ 2.2
PT_16P5,RSU_7,PT-16P5,"Давление в линии некачественного пермиата, гидропромывка",Трубопровод,7-ШС16.1,AI101,7,17,,,,,,,,,,,,,,,Узел ОММ 2.2
PT_16P6,RSU_7,PT-16P6,Давление пермеата ОММ2,Трубопровод,7-ШС16.1,AI101,8,17,,,,%ID466,,,,,,,,,,,Узел ОММ 2.2
FT_16F2,RSU_7,FT-16F2,Расход концентрата ОММ2,Трубопровод,7-ШС16.1,AI101,9,17,,,,%ID468,,,,,,,,,,,Узел ОММ 2.2
QT_16Q1_electrical_conductivity,RSU_7,QT-16Q1,Электропроводность пермеата ОММ2,Трубопровод,7-ШС16.1,AI101,10,17,,,,%ID470,,,,,,,,,,,Узел ОММ 2.2
FT_16F1,RSU_7,FT-16F1,Расход пермеата ОММ2,Трубопровод,7-ШС16.1,AI101,11,17,,,,%ID472,,,,,,,,,,,Узел ОММ 2.2
LT_16L3,RSU_7,LT-16L3,Минимальный уровень моющего раствора ОММ2,Емкость Ем2/1,7-ШС16.1,AI101,12,17,,,,%ID474,,,,,,,,,,,Узел ОММ 2.2/Ем2.2
FT_17F2,RSU_7,FT-17F2,Расход концентрата ОММ3,Трубопровод,7-ШС17.1,AI101,1,14,,,,%ID368,,,,,,,,,,,Узел ОММ 3.2
QT_17Q1_electrical_conductivity,RSU_7,QT-17Q1,Электропроводность пермеата ОММ3,Трубопровод,7-ШС17.1,AI101,2,14,,,,%ID370,,,,,,,,,,,Узел ОММ 3.2
QT_17Q3_electrical_conductivity,RSU_7,QT-17Q3,Электропроводность концентрата ОММ3,Трубопровод 40-033-04-SG01-NN,7-ШС17.1,AI101,3,14,,,,%ID372,,,,,,,,,,,Узел ОММ 3.2
PT_17P4,RSU_7,PT-17P4,Давление пермеата ОММ3,Трубопровод,7-ШС17.1,AI101,4,14,,,,%ID374,,,,,,,,,,,Узел ОММ 3.2
PT_17P6,RSU_7,PT-17P6,Давление концентрата ОММ3,Трубопровод,7-ШС17.1,AI101,5,14,,,,%ID376,,,,,,,,,,,Узел ОММ 3.2
PT_17P12,RSU_7,PT-17P12,Давление концентрата ОММ1,Трубопровод 65-011-03-SG01-NN,7-ШС17.1,AI101,6,14,,,,%ID378,,,,,,,,,,,Узел ОММ 3.2
TT_17T1,RSU_7,TT-17T1,Температура концентрата ОММ1,Трубопровод,7-ШС17.1,AI101,7,14,,,,%ID380,,,,,,,,,,,Узел ОММ 3.2
QT_17Q2_electrical_conductivity,RSU_7,QT-17Q2,Электропроводность концентрат ОММ1,Трубопровод 40-011-04-SF01-NN,7-ШС17.1,AI101,8,14,,,,%ID382,,,,,,,,,,,Узел ОММ 3.2
LT_17L3_min,RSU_7,LT-17L3,Уровень моющего раствора ОММ3,Емкость Ем3/2,7-ШС17.1,AI101,9,14,,,,%ID384,,,,,,,,,,,Узел ОММ 3.2/Ем3.2
PT_17P10,RSU_7,PT-17P10,Давление моющего раствора ОММ3,Трубопровод 65-064-06-PC01-NN,7-ШС17.1,AI101,10,14,,,,%ID386,,,,,,,,,,,Узел ОММ 3.2/Ем3.2
PT_17P11,RSU_7,PT-17P11,Давление моющего раствора ОММ3,Трубопровод 65-064-07-PC01-NN,7-ШС17.1,AI101,11,14,,,,%ID388,,,,,,,,,,,Узел ОММ 3.2/Ем3.2
TT_17T2,RSU_7,TT-17Т2,Температура моющего раствора ОММ3,Трубопровод 65-064-07-PC01-NN,7-ШС17.1,AI101,12,14,,,,%ID390,,,,,,,,,,,Узел ОММ 3.2/Ем3.2
LT_17L1,RSU_7,LT-17L1,Уровень концентрата ОММ1,Емкость Е11/2,7-ШС17.1,AI101,13,14,,,,%ID392,,,,,,,,,,,Узел ОММ 3.2/Е11.2
FT_17F1,RSU_7,FT-17F1,Расход пермеата ОММ3,Трубопровод,7-ШС17.1,AI101,16,14,,,,%ID398,,,,,,,,,,,Узел ОММ 3.2
FT_18F1,RSU_7,FT-18F1,Расход пермеата ОММ4,Трубопровод,7-ШС18.1,AI101,1,18,,,,%ID495,,,,,,,,,,,Узел ОММ 4.2
FT_18F2,RSU_7,FT-18F2,Расход концентрата ОММ4,Трубопровод,7-ШС18.1,AI101,2,18,,,,%ID497,,,,,,,,,,,Узел ОММ 4.2
QT_18Q1_electrical_conductivity,RSU_7,QT-18Q1,Электропроводность пермеата ОММ4,Трубопровод,7-ШС18.1,AI101,3,18,,,,%ID499,,,,,,,,,,,Узел ОММ 4.2
PT_18P6,RSU_7,PT-18P6,Давление пермеата ОММ4 ,Трубопровод,7-ШС18.1,AI101,4,18,,,,%ID501,,,,,,,,,,,Узел ОММ 4.2
PT_18P10,RSU_7,PT-18P10,Давление концентрата ОММ4 ,Трубопровод,7-ШС18.1,AI101,5,18,,,,%ID503,,,,,,,,,,,Узел ОММ 4.2
PT_18P17,RSU_7,PT-18P17,Давление концентрата ОММ4,Трубопровод 50-033-06-SG01-NN,7-ШС18.1,AI101,6,18,,,,%ID505,,,,,,,,,,,Узел ОММ 4.2
TT_18T1,RSU_7,TT-18Т1,Температура концентрата ОММ3,Трубопровод 50-033-06-SG01-NN,7-ШС18.1,AI101,7,18,,,,%ID507,,,,,,,,,,,Узел ОММ 4.2/Е12.2
QT_18Q2_electrical_conductivity,RSU_7,QT-18Q2,Электропроводность концентрата ОММ4,Трубопровод 32-035-05-SF01-NN,7-ШС18.1,AI101,8,18,,,,%ID509,,,,,,,,,,,Узел ОММ 4.2
LT_18L3_min,RSU_7,LT-18L3,Уровень моющего раствора ОММ4,Емкость Ем4/2,7-ШС18.1,AI101,9,18,,,,%ID511,,,,,,,,,,,Узел ОММ 4.2/Ем4.2
PT_18P14,RSU_7,PT-18P14,Давление моющего раствора ОММ4,Трубопровод 65-065-06-PC01-NN,7-ШС18.1,AI101,10,18,,,,%ID513,,,,,,,,,,,Узел ОММ 4.2
PT_18P15,RSU_7,PT-18P15,Давление моющего раствора ОММ4,Трубопровод,7-ШС18.1,AI101,11,18,,,,%ID515,,,,,,,,,,,Узел ОММ 4.2
TT_18T2,RSU_7,TT-18Т2,Температура моющего раствора ОММ4,Трубопровод,7-ШС18.1,AI101,12,18,,,,%ID517,,,,,,,,,,,Узел ОММ 4.2/Ем4.2
LT_18L5,RSU_7,LT-18L5,Уровень концентрата ОММ4,Емкость Е13/2,7-ШС18.1,AI101,13,18,,,,%ID519,,,,,,,,,,,Узел ОММ 4.2/Е13.2
LT_18L1,RSU_7,LT-18L1,Уровень концентрата ОММ3,Емкость Е12/2,7-ШС18.1,AI101,14,18,,,,%ID521,,,,,,,,,,,Узел ОММ 4.2/Е12.2
VAK2_1_output_amperage,RSU_7,IA-ВАК2/1,Ток на выходе,ВАК2/1,7-ШС19.1,AI101,1,27,,,,%ID927,,,,,,,,,,,Выпрямительный агрегат/VAK2.1
VAK2_1_output_voltage,RSU_7,IU-ВАК2/1,Напряжение на выходе,ВАК2/1,7-ШС19.1,AI101,2,27,,,,%ID929,,,,,,,,,,,Выпрямительный агрегат/VAK2.1
VAK2_2_output_amperage,RSU_7,IA-ВАК2/2,Ток на выходе,ВАК2/2,7-ШС19.1,AI101,3,27,,,,%ID931,,,,,,,,,,,Выпрямительный агрегат/VAK2.2
VAK2_2_output_voltage,RSU_7,IU-ВАК2/2,Напряжение на выходе,ВАК2/2,7-ШС19.1,AI101,4,27,,,,%ID933,,,,,,,,,,,Выпрямительный агрегат/VAK2.2
FT_19F1,RSU_7,FT-19F1,Расход обработанного пермеата,Трубопровод,7-ШС19.1,AI101,5,27,,,,%ID935,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/T20.2
FT_19F4,RSU_7,FT-19F4,Расход пермеата ОММ2,Трубопровод 80-019-04-РС01-NN,7-ШС19.1,AI101,6,27,,,,%ID937,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/T2.2
QT_19Q2_HPK,RSU_7,QT-19Q2,ХПК,Емкость Е15/2,7-ШС19.1,AI101,7,27,,,,%ID939,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е15.2
QT_19Q1_pH,RSU_7,QT-19Q1,pH пермеата ОММ2,Трубопровод 80-019-05-РС01-NN,7-ШС19.1,AI101,8,27,,,,%ID941,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Т3.2
LT_19L1,RSU_7,LT-19L1,Уровень пермеата ОММ2,Емкость Е15/2,7-ШС19.1,AI101,9,27,,,,%ID943,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е15.1
LT_19L2,RSU_7,LT-19L2,Уровень обработанного пермеата,Емкость Е16/2,7-ШС19.1,AI101,10,27,,,,%ID945,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е16.2
LT_19L5,RSU_7,LT-19L5,Уровень14% раствора серной кислоты,Емкость Е17/2,7-ШС19.1,AI101,11,27,,,,%ID947,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е17.2
LT_19L7,RSU_7,LT-19L7,Уровень 5% раствора FeSO4,Емкость Е18/3,7-ШС19.1,AI101,12,27,,,,%ID949,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е18.3
LT_19L9,RSU_7,LT-19L9,Уровень 5% раствора FeSO4,Емкость Е18/4,7-ШС19.1,AI101,13,27,,,,%ID951,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е18.4
LT_19L11,RSU_7,LT-19L11,Уровень 35% раствора перекиси водорода,Емкость Е19/2,7-ШС19.1,AI101,14,27,,,,%ID953,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е19.2
LT_19L3,RSU_7,LT-19L3,Уровень обработанного пермеата,Емкость Е20/2,7-ШС19.1,AI101,15,27,,,,%ID955,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е20.2
TT_19T9,RSU_7,TT-19T9,Температура обработанного пермеата,Трубопровод,7-ШС19.1,AI101,16,27,,,,%ID957,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Е18.3
TT_19T10,RSU_7,TT-19T10,Температура обработанного пермеата,Трубопровод 80-090-01-РС04-HN,7-ШС19.1,AI102,1,27,,,,%ID960,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Т3.2
PT_19P20,RSU_7,PT-19P20,Давление в линии фотошлама,Трубопровод,7-ШС19.1,AI102,2,27,,,,%ID962,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/
V_19kre1_position,RSU_7,19крэ1,Кран регулирующий с электроприводом на линии воды горячей прямой,Трубопровод 80-059-01-CC02-HN,7-ШС19.1,AI102,3,27,,,,%ID964,,,,,,,,,,,Узел окисления по методу Фентона. Узел электрофлотодеструкции/модуль 2/Т3.2
FT_20F1,RSU_7,FT-20F1,Расход пермеата ОММ5,Трубопровод,7-ШС20.1,AI101,1,26,,,,%ID888,,,,,,,,,,,Узел ОММ 5.2
FT_20F2,RSU_7,FT-20F2,Расход концентрата ОММ5,Трубопровод,7-ШС20.1,AI101,2,26,,,,%ID890,,,,,,,,,,,Узел ОММ 5.2
LT_20L2,RSU_7,LT-20L2,Уровень моющего раствора ОММ5,Емкость Ем6/2,7-ШС20.1,AI101,3,26,,,,%ID892,,,,,,,,,,,Узел ОММ 5.2/Ем6.2
TT_20T1,RSU_7,TT-20Т1,Температура обработанного пермеата,Трубопровод 100-090-13-PC01-NN,7-ШС20.1,AI101,4,26,,,,%ID894,,,,,,,,,,,Узел ОММ 5.2/ФМ6.3-4
TT_20T2,RSU_7,TT-20T2,Температура моющего раствора ОММ5,Трубопровод 80-066-07-PC01-NN,7-ШС20.1,AI101,5,26,,,,%ID896,,,,,,,,,,,Узел ОММ 5.2/Нм6.2
QT_20Q1_pH,RSU_7,QT-20Q1,pH обработанного пермеата,Трубопровод 100-090-13-PC01-NN,7-ШС20.1,AI101,6,26,,,,%ID898,,,,,,,,,,,Узел ОММ 5.2
QT_20Q2_electrical_conductivity,RSU_7,QT-20Q2,Электропроводность пермеата ОММ5,Трубопровод,7-ШС20.1,AI101,7,26,,,,%ID900,,,,,,,,,,,Узел ОММ 5.2
PT_20P3,RSU_7,PT-20P3,Давление в линии обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ШС20.1,AI101,8,26,,,,%ID902,,,,,,,,,,,Узел ОММ 5.2
PT_20P7,RSU_7,PT-20P7,Давление в линии обработанного пермеата,Трубопровод 80-090-09-SC01-NN,7-ШС20.1,AI101,9,26,,,,%ID904,,,,,,,,,,,Узел ОММ 5.2
PT_20P8,RSU_7,PT-20P8,Давление в линии концентрата ОММ5,Трубопровод 50-033-03-SG01-NN,7-ШС20.1,AI101,10,26,,,,%ID906,,,,,,,,,,,Узел ОММ 5.2
PT_20P9,RSU_7,PT-20P9,Давление в линии пермеата ОММ5,"Трубопровод",7-ШС20.1,AI101,11,26,,,,%ID908,,,,,,,,,,,Узел ОММ 5.2/Н4.1
PT_20P13,RSU_7,PT-20P13,Давление в линии моющего раствора ОММ5,Трубопровод 80-066-06-PC01-NN,7-ШС20.1,AI101,12,26,,,,%ID910,,,,,,,,,,,Узел ОММ 5.2/ФМ7.3-4
PT_20P14,RSU_7,PT-20P14,Давление в линии моющего раствора ОММ5,Трубопровод 80-066-07-PC01-NN,7-ШС20.1,AI101,13,26,,,,%ID912,,,,,,,,,,,Узел ОММ 5.2/ФМ7.3-4
PT_20P15,RSU_7,PT-20P15,Давление в линии обработанного пермеата,Трубопровод,7-ШС20.1,AI101,14,26,,,,%ID914,,,,,,,,,,,Узел ОММ 5.2/ФМ6.3-4
PT_20P18,RSU_7,PT-20P18,Давление в линии обработанного пермеата,Трубопровод 100-090-08-PC01-NN,7-ШС20.1,AI101,15,26,,,,%ID916,,,,,,,,,,,Узел ОММ 5.2/ФМ6.3-4
FT_21F7,RSU_7,FT-21F7,Расход обессоленной воды,Трубопровод 50-042-02-PC01-NN,7-ШС21.1,AI101,1,29,,,,%ID1003,,,,,,,,,,,Узел сорбиционной очистки в адсорберах I ступени. Узел ионного обмена/ модуль 2/ИО1.3-4
QT_21Q1_pH,RSU_7,QT-21Q1,pH на линии пермеата ОММ5,Трубопровод 80-037-08-PC01-NN,7-ШС21.1,AI101,2,29,,,,%ID1005,,,,,,,,,,,Узел сорбиционной очистки в адсорберах I ступени. Узел ионного обмена/ модуль 2/АД1.5-8
QT_21Q2_pH,RSU_7,QT-21Q2,pH на линии промывной воды ИО,Трубопровод 50-044-02-PC01-NN,7-ШС21.1,AI101,3,29,,,,%ID1007,,,,,,,,,,,Узел сорбиционной очистки в адсорберах I ступени. Узел ионного обмена/ модуль 2/ИО1.3-4
LT_21L1,RSU_7,LT-21L1,Уровень пермеата ОММ5,Емкость Е25/2,7-ШС21.1,AI101,4,29,,,,%ID1009,,,,,,,,,,,Узел сорбиционной очистки в адсорберах I ступени. Узел ионного обмена/ модуль 2/Е25.2
LT_21L2,RSU_7,LT-21L2,Уровень 40% раствора едкого натра,Емкость Е26/2,7-ШС21.1,AI101,5,29,,,,%ID1011,,,,,,,,,,,Узел сорбиционной очистки в адсорберах I ступени. Узел ионного обмена/ модуль 2/Е26.2
