Кабель,Проводник,Проектная позиция Откуда,Клеммный ряд Откуда,Клемма Откуда,Подключено,Проверено,Проектная позиция Куда,Клеммный ряд Куда,Клемма Куда,Подключено,Проверено,Комментарий
,HSC3zpe3/1 (L) ,3зпэ3/1,П,4,,,3JB005,XT1,8,,,
,HSO3zpe3/1 (L) ,3зпэ3/1,П,3,,,3JB005,XT1,9,,,
,3zpe3/1-PE,3зпэ3/1,П,PE,,,3JB005,XT1,PE,,,
C-3zpe3/1-2,ZS3zpe3/1-1,3зпэ3/1,П,A,,,3JB005,XT2,13,,,
,ZSO3zpe3/1,3зпэ3/1,П,B,,,3JB005,XT2,14,,,
,ZS3zpe3/1-2,3зпэ3/1,П,C,,,3JB005,XT2,15,,,
,ZSC3zpe3/1,3зпэ3/1,П,D,,,3JB005,XT2,16,,,
C-3zpe4/1-1,HS3zpe4/1 (N),3зпэ4/1,П,1,,,3JB005,XT1,10,,,
,HSC3zpe4/1 (L) ,3зпэ4/1,П,4,,,3JB005,XT1,11,,,
,HSO3zpe4/1 (L) ,3зпэ4/1,П,3,,,3JB005,XT1,12,,,
,3zpe4/1-PE,3зпэ4/1,П,PE,,,3JB005,XT1,PE,,,
C-3zpe4/1-2,ZS3zpe4/1-1,3зпэ4/1,П,A,,,3JB005,XT2,17,,,
,ZSO3zpe4/1,3зпэ4/1,П,B,,,3JB005,XT2,18,,,
,ZS3zpe4/1-2,3зпэ4/1,П,C,,,3JB005,XT2,19,,,
,ZSC3zpe4/1,3зпэ4/1,П,D,,,3JB005,XT2,20,,,
C-3kshe5/1-1,HS3kshe5/1 (N),3зпэ5/1,П,1,,,3JB005,XT1,13,,,
,HSC3kshe5/1 (L) ,3зпэ5/1,П,4,,,3JB005,XT1,14,,,
,HSO3kshe5/1 (L) ,3зпэ5/1,П,3,,,3JB005,XT1,15,,,
,3kshe5/1-PE,3зпэ5/1,П,PE,,,3JB005,XT1,PE,,,
C-3kshe5/1-2,ZS3kshe5/1-1,3зпэ5/1,П,A,,,3JB005,XT2,21,,,
,ZSO3kshe5/1,3зпэ5/1,П,B,,,3JB005,XT2,22,,,
,ZS3kshe5/1-2,3зпэ5/1,П,C,,,3JB005,XT2,23,,,
,ZSC3kshe5/1,3зпэ5/1,П,D,,,3JB005,XT2,24,,,
C-3kshe1/2-1,HS3kshe1/2 (N),3кшэ1/2,П,1,,,3JB006,XT1,1,,,
,HSC3kshe1/2 (L) ,3кшэ1/2,П,4,,,3JB006,XT1,2,,,
,HSO3kshe1/2 (L) ,3кшэ1/2,П,3,,,3JB006,XT1,3,,,
,3kshe1/2-PE,3кшэ1/2,П,PE,,,3JB006,XT1,PE,,,
C-3kshe1/2-2,ZS3kshe1/2-1,3кшэ1/2,П,A,,,3JB006,XT2,1,,,
,ZSO3kshe1/2,3кшэ1/2,П,B,,,3JB006,XT2,2,,,
,ZS3kshe1/2-2,3кшэ1/2,П,C,,,3JB006,XT2,3,,,
,ZSC3kshe1/2,3кшэ1/2,П,D,,,3JB006,XT2,4,,,
C-3kshe2/2-1,HS3kshe2/2 (N),3кшэ2/2,П,1,,,3JB006,XT1,4,,,
,HSC3kshe2/2 (L) ,3кшэ2/2,П,4,,,3JB006,XT1,5,,,
,HSO3kshe2/2 (L) ,3кшэ2/2,П,3,,,3JB006,XT1,6,,,
,3kshe2/2-PE,3кшэ2/2,П,PE,,,3JB006,XT1,PE,,,
C-3kshe2/2-2,ZS3kshe2/2-1,3кшэ2/2,П,A,,,3JB006,XT2,5,,,
,ZSO3kshe2/2,3кшэ2/2,П,B,,,3JB006,XT2,6,,,
,ZS3kshe2/2-2,3кшэ2/2,П,C,,,3JB006,XT2,7,,,
,ZSC3kshe2/2,3кшэ2/2,П,D,,,3JB006,XT2,8,,,
C-3zpe3/2-1,HS3zpe3/2 (N),3зпэ3/2,П,1,,,3JB006,XT1,7,,,
,HSC3zpe3/2 (L) ,3зпэ3/2,П,4,,,3JB006,XT1,8,,,
,HSO3zpe3/2 (L) ,3зпэ3/2,П,3,,,3JB006,XT1,9,,,
,3zpe3/2-PE,3зпэ3/2,П,PE,,,3JB006,XT1,PE,,,
C-3zpe3/2-2,ZS3zpe3/2-1,3зпэ3/2,П,A,,,3JB006,XT2,9,,,
,ZSO3zpe3/2,3зпэ3/2,П,B,,,3JB006,XT2,10,,,
,ZS3zpe3/2-2,3зпэ3/2,П,C,,,3JB006,XT2,11,,,
,ZSC3zpe3/2,3зпэ3/2,П,D,,,3JB006,XT2,12,,,
C-3zpe4/2-1,HS3zpe4/2 (N),3зпэ4/2,П,1,,,3JB006,XT1,10,,,
,HSC3zpe4/2 (L) ,3зпэ4/2,П,4,,,3JB006,XT1,11,,,
,HSO3zpe4/2 (L) ,3зпэ4/2,П,3,,,3JB006,XT1,12,,,
,3zpe4/2-PE,3зпэ4/2,П,PE,,,3JB006,XT1,PE,,,
C-3zpe4/2-2,ZS3zpe4/2-1,3зпэ4/2,П,A,,,3JB006,XT2,13,,,
,ZSO3zpe4/2,3зпэ4/2,П,B,,,3JB006,XT2,14,,,
,ZS3zpe4/2-2,3зпэ4/2,П,C,,,3JB006,XT2,15,,,
,ZSC3zpe4/2,3зпэ4/2,П,D,,,3JB006,XT2,16,,,
C-3kshe5/2-1,HS3kshe5/2 (N),3кшэ5/2,П,1,,,3JB006,XT1,13,,,
,HSC3kshe5/2 (L) ,3кшэ5/2,П,4,,,3JB006,XT1,14,,,
,HSO3kshe5/2 (L) ,3кшэ5/2,П,3,,,3JB006,XT1,15,,,
,3kshe5/2-PE,3кшэ5/2,П,PE,,,3JB006,XT1,PE,,,
C-3kshe5/2-2,ZS3kshe5/2-1,3кшэ5/2,П,A,,,3JB006,XT2,17,,,
,ZSO3kshe5/2,3кшэ5/2,П,B,,,3JB006,XT2,18,,,
,ZS3kshe5/2-2,3кшэ5/2,П,C,,,3JB006,XT2,19,,,
,ZSC3kshe5/2,3кшэ5/2,П,D,,,3JB006,XT2,20,,,
C-3kshe1/3-1,HS3kshe1/3 (N),3кшэ1/3,П,1,,,3JB007,XT1,1,,,
,HSC3kshe1/3 (L) ,3кшэ1/3,П,4,,,3JB007,XT1,2,,,
,HSO3kshe1/3 (L) ,3кшэ1/3,П,3,,,3JB007,XT1,3,,,
,3kshe1/3-PE,3кшэ1/3,П,PE,,,3JB007,XT1,PE,,,
C-3kshe1/3-2,ZS3kshe1/3-1,3кшэ1/3,П,A,,,3JB007,XT2,1,,,
,ZSO3kshe1/3,3кшэ1/3,П,B,,,3JB007,XT2,2,,,
,ZS3kshe1/3-2,3кшэ1/3,П,C,,,3JB007,XT2,3,,,
,ZSC3kshe1/3,3кшэ1/3,П,D,,,3JB007,XT2,4,,,
C-3kshe2/3-1,HS3kshe2/3 (N),3кшэ2/3,П,1,,,3JB007,XT1,4,,,
,HSC3kshe2/3 (L) ,3кшэ2/3,П,4,,,3JB007,XT1,5,,,
,HSO3kshe2/3 (L) ,3кшэ2/3,П,3,,,3JB007,XT1,6,,,
,3kshe2/3-PE,3кшэ2/3,П,PE,,,3JB007,XT1,PE,,,
C-3kshe2/3-2,ZS3kshe2/3-1,3кшэ2/3,П,A,,,3JB007,XT2,5,,,
,ZSO3kshe2/3,3кшэ2/3,П,B,,,3JB007,XT2,6,,,
,ZS3kshe2/3-2,3кшэ2/3,П,C,,,3JB007,XT2,7,,,
,ZSC3kshe2/3,3кшэ2/3,П,D,,,3JB007,XT2,8,,,
C-3zpe3/3-1,HS3zpe3/3 (N),3зпэ3/3,П,1,,,3JB007,XT1,7,,,
,HSC3zpe3/3 (L) ,3зпэ3/3,П,4,,,3JB007,XT1,8,,,
,HSO3zpe3/3 (L) ,3зпэ3/3,П,3,,,3JB007,XT1,9,,,
,3zpe3/3-PE,3зпэ3/3,П,PE,,,3JB007,XT1,PE,,,
C-3zpe3/3-2,ZS3zpe3/3-1,3зпэ3/3,П,A,,,3JB007,XT2,9,,,
,ZSO3zpe3/3,3зпэ3/3,П,B,,,3JB007,XT2,10,,,
,ZS3zpe3/3-2,3зпэ3/3,П,C,,,3JB007,XT2,11,,,
,ZSC3zpe3/3,3зпэ3/3,П,D,,,3JB007,XT2,12,,,
C-3zpe4/3-1,HS3zpe4/3 (N),3зпэ4/3,П,1,,,3JB007,XT1,10,,,
,HSC3zpe4/3 (L) ,3зпэ4/3,П,4,,,3JB007,XT1,11,,,
,HSO3zpe4/3 (L) ,3зпэ4/3,П,3,,,3JB007,XT1,12,,,
,3zpe4/3-PE,3зпэ4/3,П,PE,,,3JB007,XT1,PE,,,
C-3zpe4/3-2,ZS3zpe4/3-1,3зпэ4/3,П,A,,,3JB007,XT2,13,,,
,ZSO3zpe4/3,3зпэ4/3,П,B,,,3JB007,XT2,14,,,
,ZS3zpe4/3-2,3зпэ4/3,П,C,,,3JB007,XT2,15,,,
,ZSC3zpe4/3,3зпэ4/3,П,D,,,3JB007,XT2,16,,,
C-3kshe5/3-1,HS3kshe5/3 (N),3кшэ5/3,П,1,,,3JB007,XT1,13,,,
,HSC3kshe5/3 (L) ,3кшэ5/3,П,4,,,3JB007,XT1,14,,,
,HSO3kshe5/3 (L) ,3кшэ5/3,П,3,,,3JB007,XT1,15,,,
,3kshe5/3-PE,3кшэ5/3,П,PE,,,3JB007,XT1,PE,,,
C-3kshe5/3-2,ZS3kshe5/3-1,3кшэ5/3,П,A,,,3JB007,XT2,17,,,
,ZSO3kshe5/3,3кшэ5/3,П,B,,,3JB007,XT2,18,,,
,ZS3kshe5/3-2,3кшэ5/3,П,C,,,3JB007,XT2,19,,,
,ZSC3kshe5/3,3кшэ5/3,П,D,,,3JB007,XT2,20,,,
C-3kshe1/4-1,HS3kshe1/4 (N),3кшэ1/4,П,1,,,3JB008,XT1,1,,,
,HSC3kshe1/4 (L) ,3кшэ1/4,П,4,,,3JB008,XT1,2,,,
,HSO3kshe1/4 (L) ,3кшэ1/4,П,3,,,3JB008,XT1,3,,,
,3kshe1/4-PE,3кшэ1/4,П,PE,,,3JB008,XT1,PE,,,
C-3kshe1/4-2,ZS3kshe1/4-1,3кшэ1/4,П,A,,,3JB008,XT2,1,,,
,ZSO3kshe1/4,3кшэ1/4,П,B,,,3JB008,XT2,2,,,
,ZS3kshe1/4-2,3кшэ1/4,П,C,,,3JB008,XT2,3,,,
,ZSC3kshe1/4,3кшэ1/4,П,D,,,3JB008,XT2,4,,,
C-3kshe2/4-1,HS3kshe2/4 (N),3кшэ2/4,П,1,,,3JB008,XT1,4,,,
,HSC3kshe2/4 (L) ,3кшэ2/4,П,4,,,3JB008,XT1,5,,,
,HSO3kshe2/4 (L) ,3кшэ2/4,П,3,,,3JB008,XT1,6,,,
,3kshe2/4-PE,3кшэ2/4,П,PE,,,3JB008,XT1,PE,,,
C-3kshe2/4-2,ZS3kshe2/4-1,3кшэ2/4,П,A,,,3JB008,XT2,5,,,
,ZSO3kshe2/4,3кшэ2/4,П,B,,,3JB008,XT2,6,,,
,ZS3kshe2/4-2,3кшэ2/4,П,C,,,3JB008,XT2,7,,,
,ZSC3kshe2/4,3кшэ2/4,П,D,,,3JB008,XT2,8,,,
C-3zpe3/4-1,HS3zpe3/4 (N),3зпэ3/4,П,1,,,3JB008,XT1,7,,,
,HSC3zpe3/4 (L) ,3зпэ3/4,П,4,,,3JB008,XT1,8,,,
,HSO3zpe3/4 (L) ,3зпэ3/4,П,3,,,3JB008,XT1,9,,,
,3zpe3/4-PE,3зпэ3/4,П,PE,,,3JB008,XT1,PE,,,
C-3zpe3/4-2,ZS3zpe3/4-1,3зпэ3/4,П,A,,,3JB008,XT2,9,,,
,ZSO3zpe3/4,3зпэ3/4,П,B,,,3JB008,XT2,10,,,
,ZS3zpe3/4-2,3зпэ3/4,П,C,,,3JB008,XT2,11,,,
,ZSC3zpe3/4,3зпэ3/4,П,D,,,3JB008,XT2,12,,,
C-3zpe4/4-1,HS3zpe4/4 (N),3зпэ4/4,П,1,,,3JB008,XT1,10,,,
,HSC3zpe4/4 (L) ,3зпэ4/4,П,4,,,3JB008,XT1,11,,,
,HSO3zpe4/4 (L) ,3зпэ4/4,П,3,,,3JB008,XT1,12,,,
,3zpe4/4-PE,3зпэ4/4,П,PE,,,3JB008,XT1,PE,,,
C-3zpe4/4-2,ZS3zpe4/4-1,3зпэ4/4,П,A,,,3JB008,XT2,13,,,
,ZSO3zpe4/4,3зпэ4/4,П,B,,,3JB008,XT2,14,,,
,ZS3zpe4/4-2,3зпэ4/4,П,C,,,3JB008,XT2,15,,,
,ZSC3zpe4/4,3зпэ4/4,П,D,,,3JB008,XT2,16,,,
C-3kshe5/4-1,HS3kshe5/4 (N),3кшэ5/4,П,1,,,3JB008,XT1,13,,,
,HSC3kshe5/4 (L) ,3кшэ5/4,П,4,,,3JB008,XT1,14,,,
,HSO3kshe5/4 (L) ,3кшэ5/4,П,3,,,3JB008,XT1,15,,,
,3kshe5/4-PE,3кшэ5/4,П,PE,,,3JB008,XT1,PE,,,
C-3kshe5/4-2,ZS3kshe5/4-1,3кшэ5/4,П,A,,,3JB008,XT2,17,,,
,ZSO3kshe5/4,3кшэ5/4,П,B,,,3JB008,XT2,18,,,
,ZS3kshe5/4-2,3кшэ5/4,П,C,,,3JB008,XT2,19,,,
,ZSC3kshe5/4,3кшэ5/4,П,D,,,3JB008,XT2,20,,,
C-3kshe1/5-1,HS3kshe1/5 (N),3кшэ1/5,П,1,,,3JB009,XT1,1,,,
,HSC3kshe1/5 (L) ,3кшэ1/5,П,4,,,3JB009,XT1,2,,,
,HSO3kshe1/5 (L) ,3кшэ1/5,П,3,,,3JB009,XT1,3,,,
,3kshe1/5-PE,3кшэ1/5,П,PE,,,3JB009,XT1,PE,,,
C-3kshe1/5-2,ZS3kshe1/5-1,3кшэ1/5,П,A,,,3JB009,XT2,1,,,
,ZSO3kshe1/5,3кшэ1/5,П,B,,,3JB009,XT2,2,,,
,ZS3kshe1/5-2,3кшэ1/5,П,C,,,3JB009,XT2,3,,,
,ZSC3kshe1/5,3кшэ1/5,П,D,,,3JB009,XT2,4,,,
C-3kshe2/5-1,HS3kshe2/5 (N),3кшэ2/5,П,1,,,3JB009,XT1,4,,,
,HSC3kshe2/5 (L) ,3кшэ2/5,П,4,,,3JB009,XT1,5,,,
,HSO3kshe2/5 (L) ,3кшэ2/5,П,3,,,3JB009,XT1,6,,,
,3kshe2/5-PE,3кшэ2/5,П,PE,,,3JB009,XT1,PE,,,
C-3kshe2/5-2,ZS3kshe2/5-1,3кшэ2/5,П,A,,,3JB009,XT2,5,,,
,ZSO3kshe2/5,3кшэ2/5,П,B,,,3JB009,XT2,6,,,
,ZS3kshe2/5-2,3кшэ2/5,П,C,,,3JB009,XT2,7,,,
,ZSC3kshe2/5,3кшэ2/5,П,D,,,3JB009,XT2,8,,,
C-3zpe3/5-1,HS3zpe3/5 (N),3зпэ3/5,П,1,,,3JB009,XT1,7,,,
,HSC3zpe3/5 (L) ,3зпэ3/5,П,4,,,3JB009,XT1,8,,,
,HSO3zpe3/5 (L) ,3зпэ3/5,П,3,,,3JB009,XT1,9,,,
,3zpe3/5-PE,3зпэ3/5,П,PE,,,3JB009,XT1,PE,,,
C-3zpe3/5-2,ZS3zpe3/5-1,3зпэ3/5,П,A,,,3JB009,XT2,9,,,
,ZSO3zpe3/5,3зпэ3/5,П,B,,,3JB009,XT2,10,,,
,ZS3zpe3/5-2,3зпэ3/5,П,C,,,3JB009,XT2,11,,,
,ZSC3zpe3/5,3зпэ3/5,П,D,,,3JB009,XT2,12,,,
C-3zpe4/5-1,HS3zpe4/5 (N),3зпэ4/5,П,1,,,3JB009,XT1,10,,,
,HSC3zpe4/5 (L) ,3зпэ4/5,П,4,,,3JB009,XT1,11,,,
,HSO3zpe4/5 (L) ,3зпэ4/5,П,3,,,3JB009,XT1,12,,,
,3zpe4/5-PE,3зпэ4/5,П,PE,,,3JB009,XT1,PE,,,
C-3zpe4/5-2,ZS3zpe4/5-1,3зпэ4/5,П,A,,,3JB009,XT2,13,,,
,ZSO3zpe4/5,3зпэ4/5,П,B,,,3JB009,XT2,14,,,
,ZS3zpe4/5-2,3зпэ4/5,П,C,,,3JB009,XT2,15,,,
,ZSC3zpe4/5,3зпэ4/5,П,D,,,3JB009,XT2,16,,,
C-3kshe5/5-1,HS3kshe5/5 (N),3кшэ5/5,П,1,,,3JB009,XT1,13,,,
,HSC3kshe5/5 (L) ,3кшэ5/5,П,4,,,3JB009,XT1,14,,,
,HSO3kshe5/5 (L) ,3кшэ5/5,П,3,,,3JB009,XT1,15,,,
,3kshe5/5-PE,3кшэ5/5,П,PE,,,3JB009,XT1,PE,,,
C-3kshe5/5-2,ZS3kshe5/5-1,3кшэ5/5,П,A,,,3JB009,XT2,17,,,
,ZSO3kshe5/5,3кшэ5/5,П,B,,,3JB009,XT2,18,,,
,ZS3kshe5/5-2,3кшэ5/5,П,C,,,3JB009,XT2,19,,,
,ZSC3kshe5/5,3кшэ5/5,П,D,,,3JB009,XT2,20,,,
C-3kshe1/6-1,HS3kshe1/6 (N),3кшэ1/6,П,1,,,3JB010,XT1,1,,,
,HSC3kshe1/6 (L) ,3кшэ1/6,П,4,,,3JB010,XT1,2,,,
,HSO3kshe1/6 (L) ,3кшэ1/6,П,3,,,3JB010,XT1,3,,,
,3kshe1/6-PE,3кшэ1/6,П,PE,,,3JB010,XT1,PE,,,
C-3kshe1/6-2,ZS3kshe1/6-1,3кшэ1/6,П,A,,,3JB010,XT2,1,,,
,ZSO3kshe1/6,3кшэ1/6,П,B,,,3JB010,XT2,2,,,
,ZS3kshe1/6-2,3кшэ1/6,П,C,,,3JB010,XT2,3,,,
,ZSC3kshe1/6,3кшэ1/6,П,D,,,3JB010,XT2,4,,,
C-3kshe2/6-1,HS3kshe2/6 (N),3кшэ2/6,П,1,,,3JB010,XT1,4,,,
,HSC3kshe2/6 (L) ,3кшэ2/6,П,4,,,3JB010,XT1,5,,,
,HSO3kshe2/6 (L) ,3кшэ2/6,П,3,,,3JB010,XT1,6,,,
,3kshe2/6-PE,3кшэ2/6,П,PE,,,3JB010,XT1,PE,,,
C-3kshe2/6-2,ZS3kshe2/6-1,3кшэ2/6,П,A,,,3JB010,XT2,5,,,
,ZSO3kshe2/6,3кшэ2/6,П,B,,,3JB010,XT2,6,,,
,ZS3kshe2/6-2,3кшэ2/6,П,C,,,3JB010,XT2,7,,,
,ZSC3kshe2/6,3кшэ2/6,П,D,,,3JB010,XT2,8,,,
C-3zpe3/6-1,HS3zpe3/6 (N),3зпэ3/6,П,1,,,3JB010,XT1,7,,,
,HSC3zpe3/6 (L) ,3зпэ3/6,П,4,,,3JB010,XT1,8,,,
,HSO3zpe3/6 (L) ,3зпэ3/6,П,3,,,3JB010,XT1,9,,,
,3zpe3/6-PE,3зпэ3/6,П,PE,,,3JB010,XT1,PE,,,
C-3zpe3/6-2,ZS3zpe3/6-1,3зпэ3/6,П,A,,,3JB010,XT2,9,,,
,ZSO3zpe3/6,3зпэ3/6,П,B,,,3JB010,XT2,10,,,
,ZS3zpe3/6-2,3зпэ3/6,П,C,,,3JB010,XT2,11,,,
,ZSC3zpe3/6,3зпэ3/6,П,D,,,3JB010,XT2,12,,,
C-3zpe4/6-1,HS3zpe4/6 (N),3зпэ4/6,П,1,,,3JB010,XT1,10,,,
,HSC3zpe4/6 (L) ,3зпэ4/6,П,4,,,3JB010,XT1,11,,,
,HSO3zpe4/6 (L) ,3зпэ4/6,П,3,,,3JB010,XT1,12,,,
,3zpe4/6-PE,3зпэ4/6,П,PE,,,3JB010,XT1,PE,,,
C-3zpe4/6-2,ZS3zpe4/6-1,3зпэ4/6,П,A,,,3JB010,XT2,13,,,
,ZSO3zpe4/6,3зпэ4/6,П,B,,,3JB010,XT2,14,,,
,ZS3zpe4/6-2,3зпэ4/6,П,C,,,3JB010,XT2,15,,,
,ZSC3zpe4/6,3зпэ4/6,П,D,,,3JB010,XT2,16,,,
C-3kshe5/6-1,HS3kshe5/6 (N),3кшэ5/6,П,1,,,3JB010,XT1,13,,,
,HSC3kshe5/6 (L) ,3кшэ5/6,П,4,,,3JB010,XT1,14,,,
,HSO3kshe5/6 (L) ,3кшэ5/6,П,3,,,3JB010,XT1,15,,,
,3kshe5/6-PE,3кшэ5/6,П,PE,,,3JB010,XT1,PE,,,
C-3kshe5/6-2,ZS3kshe5/6-1,3кшэ5/6,П,A,,,3JB010,XT2,17,,,
,ZSO3kshe5/6,3кшэ5/6,П,B,,,3JB010,XT2,18,,,
,ZS3kshe5/6-2,3кшэ5/6,П,C,,,3JB010,XT2,19,,,
,ZSC3kshe5/6,3кшэ5/6,П,D,,,3JB010,XT2,20,,,
C-3zpe10-1,HS3zpe10 (N),3зпэ10,П,1,,,3JB010,XT1,16,,,
,HSC3zpe10 (L) ,3зпэ10,П,4,,,3JB010,XT1,17,,,
,HSO3zpe10 (L) ,3зпэ10,П,3,,,3JB010,XT1,18,,,
,3zpe10-PE,3зпэ10,П,PE,,,3JB010,XT1,PE,,,
C-3zpe10-2,ZS3zpe10-1,3зпэ10,П,A,,,3JB010,XT2,21,,,
,ZSO3zpe10,3зпэ10,П,B,,,3JB010,XT2,22,,,
,ZS3zpe10-2,3зпэ10,П,C,,,3JB010,XT2,23,,,
,ZSC3zpe10,3зпэ10,П,D,,,3JB010,XT2,24,,,
C-PDT-3P16,PDT-3P16 (+),PDT-3P16,"П
AI",(+),,,3JB010,XT2,25,,,
,PDT-3P16 (-),PDT-3P16,"П
AI",(-),,,3JB010,XT2,26,,,
,PDT-3P16 (PE),PDT-3P16,П,PE,,,3JB010,XT2,27,,,Нет провода в АСПА-КБ-297.22-2-7-АТХ
C-4zpe1,4zpe1 (L),4зпэ1,П,1,,,4JB001,XT1,1,,,
,HSO4zpe1 (N),4зпэ1,П,3,,,4JB001,XT1,2,,,
,HSC4zpe1 (N),4зпэ1,П,4,,,4JB001,XT1,3,,,
,4zpe1 (G),4зпэ1,П,G,,,4JB001,XT1,4,,,
,ZSO4zpe1,4зпэ1,П,1,,,4JB001,XT1,5,,,
,ZSO4zpe1(com),4зпэ1,П,3,,,4JB001,XT1,6,,,
,ZSC4zpe1,4зпэ1,П,4,,,4JB001,XT1,7,,,
,ZSC4zpe1(com),4зпэ1,П,6,,,4JB001,XT1,8,,,
C-4zpe2,4zpe2 (L),4зпэ2,П,1,,,4JB001,XT2,1,,,
,HSO4zpe2 (N),4зпэ2,П,3,,,4JB001,XT2,2,,,
,HSC4zpe2 (N),4зпэ2,П,4,,,4JB001,XT2,3,,,
,4zpe2 (G),4зпэ2,П,G,,,4JB001,XT2,4,,,
,ZSO4zpe2,4зпэ2,П,1,,,4JB001,XT2,5,,,
,ZSO4zpe2(com),4зпэ2,П,3,,,4JB001,XT2,6,,,
,ZSC4zpe2,4зпэ2,П,4,,,4JB001,XT2,7,,,
,ZSC4zpe2(com),4зпэ2,П,6,,,4JB001,XT2,8,,,
C-4zpe4,4zpe4 (N),4зпэ4,П,1,,,4JB001,XT3,1,,,
,HSO4zpe4 (L),4зпэ4,П,3,,,4JB001,XT3,2,,,
,HSC4zpe4 (L),4зпэ4,П,4,,,4JB001,XT3,3,,,
,4zpe4 (G),4зпэ4,П,G,,,4JB001,XT3,4,,,
,ZSO4zpe4,4зпэ4,П,1,,,4JB001,XT3,5,,,
,ZSO4zpe4(com),4зпэ4,П,3,,,4JB001,XT3,6,,,
,ZSC4zpe4,4зпэ4,П,4,,,4JB001,XT3,7,,,
,ZSC4zpe4(com),4зпэ4,П,6,,,4JB001,XT3,8,,,
C-4zpe6,4zpe6 (L),4зпэ6,П,1,,,4JB001,XT4,1,,,
,HSO4zpe6 (N),4зпэ6,П,3,,,4JB001,XT4,2,,,
,HSC4zpe6 (N),4зпэ6,П,4,,,4JB001,XT4,3,,,
,4zpe6 (G),4зпэ6,П,G,,,4JB001,XT4,4,,,
,ZSO4zpe6,4зпэ6,П,1,,,4JB001,XT4,5,,,
,ZSO4zpe6(com),4зпэ6,П,3,,,4JB001,XT4,6,,,
,ZSC4zpe6,4зпэ6,П,4,,,4JB001,XT4,7,,,
,ZSC4zpe6(com),4зпэ6,П,6,,,4JB001,XT4,8,,,
C-4kshe6,4kshe6 (L),4кшэ6,П,1,,,4JB001,XT5,1,,,
,HSO4kshe6 (N),4кшэ6,П,3,,,4JB001,XT5,2,,,
,HSC4kshe6 (N),4кшэ6,П,4,,,4JB001,XT5,3,,,
,4kshe6 (G),4кшэ6,П,G,,,4JB001,XT5,4,,,
,ZSO4kshe6,4кшэ6,П,1,,,4JB001,XT5,5,,,
,ZSO4kshe6(com),4кшэ6,П,3,,,4JB001,XT5,6,,,
,ZSC4kshe6,4кшэ6,П,4,,,4JB001,XT5,7,,,
,ZSC4kshe6(com),4кшэ6,П,6,,,4JB001,XT5,8,,,
C-4kshe4,4kshe4 (N),4кшэ4,П,1,,,4JB001,XT6,1,,,
,HSO4kshe4 (L),4кшэ4,П,2,,,4JB001,XT6,2,,,
,HSC4kshe4 (L),4кшэ4,П,3,,,4JB001,XT6,3,,,
,ZSC4kshe4(com),4кшэ4,П,4,,,4JB001,XT6,4,,,
,ZSO4kshe4,4кшэ4,П,5,,,4JB001,XT6,5,,,
,ZSC4kshe4,4кшэ4,П,6,,,4JB001,XT6,6,,,
C-4kshe5,4kshe5 (N),4кшэ5,П,1,,,4JB001,XT7,1,,,
,HSO4kshe5 (L),4кшэ5,П,2,,,4JB001,XT7,2,,,
,HSC4kshe5 (L),4кшэ5,П,3,,,4JB001,XT7,3,,,
,ZSC4kshe5(com),4кшэ5,П,4,,,4JB001,XT7,4,,,
,ZSO4kshe5,4кшэ5,П,5,,,4JB001,XT7,5,,,
,ZSC4kshe5,4кшэ5,П,6,,,4JB001,XT7,6,,,
C-FT4F1-1,FT-4F1 (24В),FT-4F1,П,24В,,,4JB001,XT8,1,,,
,FT-4F1 (0В),FT-4F1,П,0В,,,4JB001,XT8,2,,,
C-FT4F1-2,FT-4F1 (+),FT-4F1,П,(+),,,4JB001,XT8,3,,,
,FT-4F1 (-),FT-4F1,П,(-),,,4JB001,XT8,4,,,
C-FT4F2-1,FT-4F2 (24В),FT-4F2,П,24В,,,4JB001,XT9,1,,,
,FT-4F2 (0В),FT-4F2,П,0В,,,4JB001,XT9,2,,,
C-FT4F2-2,FT-4F2 (+),FT-4F2,П,(+),,,4JB001,XT9,3,,,
,FT-4F2 (-),FT-4F2,П,(-),,,4JB001,XT9,4,,,
C-FT4F3-1,FT-4F3 (24В),FT-4F3,П,24В,,,4JB001,XT10,1,,,
,FT-4F3 (0В),FT-4F3,П,0В,,,4JB001,XT10,2,,,
C-FT4F3-2,FT-4F3 (-),FT-4F3,П,(+),,,4JB001,XT10,3,,,
,FT-4F3 (+),FT-4F3,П,(-),,,4JB001,XT10,4,,,
C-PT4P3,PT-4P3 (+),PT-4P3,П,(+),,,4JB001,XT11,1,,,
,PT-4P3 (-),PT-4P3,П,(-),,,4JB001,XT11,2,,,
C-PT4P7,PT-4P7 (+),PT-4P7,П,(+),,,4JB001,XT12,1,,,
,PT-4P7 (-),PT-4P7,П,(-),,,4JB001,XT12,2,,,
C-PT4P8,PT-4P8 (+),PT-4P8,П,(+),,,4JB001,XT13,1,,,
,PT-4P8 (-),PT-4P8,П,(-),,,4JB001,XT13,2,,,
C-PT4P9,PT-4P9 (+),PT-4P9,П,(+),,,4JB001,XT14,1,,,
,PT-4P9 (-),PT-4P9,П,(-),,,4JB001,XT14,2,,,
C-PT4P14,PT-4P14 (+),PT-4P14,П,(+),,,4JB001,XT15,1,,,
,PT-4P14 (-),PT-4P14,П,(-),,,4JB001,XT15,2,,,
C-PT4P18,PT-4P18 (+),PT-4P18,П,(+),,,4JB001,XT16,1,,,
