Кабель,Проводник,Проектная позиция Откуда,Клеммный ряд Откуда,Клемма Откуда,Подключено,Проверено,Проектная позиция Куда,Клеммный ряд Куда,Клемма Куда,Подключено,Проверено,Комментарий
C-QZT2Q21/2-1,QZT-2Q21/2 (A+),QZT2Q21/2,"П
QZT-2Q21/2",5,,,2.3JBZ001,XT2,12,,,
,QZT-2Q21/2 (-),QZT2Q21/2,"П
QZT-2Q21/2",6,,,2.3JBZ001,XT2,13,,,
,QZT-2Q21/2 (B+),QZT2Q21/2,"П
QZT-2Q21/2",9,,,2.3JBZ001,XT2,14,,,
C-QZT2Q21/2,QZT-2Q21/2 (L),"QZT2Q21/2
(QZT-2Q21/2)",XS-QZT2Q21/2,L,,,2.3JBZ001,XT1,N,,,
,QZT-2Q21/2 (N),"QZT2Q21/2
(QZT-2Q21/2)",XS-QZT2Q21/2,N,,,2.3JBZ001,XT1,3,,,
,QZT-2Q21/2 (PE),"QZT2Q21/2
(QZT-2Q21/2)",XS-QZT2Q21/2,PE,,,2.3JBZ001,XT1,4,,,
C-2кшэ100-1,2kshe100 (N),2кшэ100,П,1,,,2.3JBZ002,XT1,N,,,
,HSC2kshe100 (L),2кшэ100,П,2,,,2.3JBZ002,XT1,1,,,
,HSO2kshe100 (L),2кшэ100,П,3,,,2.3JBZ002,XT1,2,,,
C-2кшэ100-2,ZS2kshe100(com),2кшэ100,П,1,,,2.3JBZ002,XT2,1,,,
,ZSC2kshe100,2кшэ100,П,2,,,2.3JBZ002,XT2,2,,,
,ZSO2kshe100,2кшэ100,П,3,,,2.3JBZ002,XT2,3,,,
C-LZТ2L32/1,LZТ-2L32/1 (+),LZТ-2L32/1,П,(+),,,2.3JBZ002,XT2,4,,,Изменены названия приборов и кабелей
,LZТ-2L32/1 (-),LZТ-2L32/1,П,(-),,,2.3JBZ002,XT2,5,,,
C-LZТ2L32/2,LZТ-2L32/2 (+),LZТ-2L32/2,П,(+),,,2.3JBZ002,XT2,6,,,
,LZТ-2L32/2 (-),LZТ-2L32/2,П,(-),,,2.3JBZ002,XT2,7,,,
C-LZT2L21/1,LZT-2L21/1 (+),LZT-2L21/1,П,(+),,,2.3JBZ002,XT2,8,,,
,LZT-2L21/1 (-),LZT-2L21/1,П,(-),,,2.3JBZ002,XT2,9,,,
C-LZT2L21/2,LZT-2L21/2 (+),LZT-2L21/2,П,(+),,,2.3JBZ002,XT2,10,,,
,LZT-2L21/2 (-),LZT-2L21/2,П,(-),,,2.3JBZ002,XT2,11,,,
C-LZТ2L23/1,LZТ-2L23/1 (+),LZТ-2L23/1,"П
АI",(+),,,2.4JBZ001,XT1,5,,,Изменены названия приборов и кабелей
,LZТ-2L23/1 (-),LZТ-2L23/1,"П
АI",(-),,,2.4JBZ001,XT1,6,,,
C-LZТ-2L23/2,LZТ-2L23/2 (+),LZТ-2L23/2,"П
АI",(+),,,2.4JBZ001,XT1,7,,,
,LZТ-2L23/2 (-),LZТ-2L23/2,"П
АI",(-),,,2.4JBZ001,XT1,8,,,
C-PZT2P23/1,PZT-2P23/1 (+),PZT-2P23/1,"П
AI",(+),,,2.4JBZ001,XT1,1,,,
,PZT-2P23/1 (-),PZT-2P23/1,"П
AI",(-),,,2.4JBZ001,XT1,2,,,
C-PZT2P23/2,PZT-2P23/2 (+),PZT-2P23/2,"П
AI",(+),,,2.4JBZ001,XT1,3,,,
,PZT-2P23/2 (-),PZT-2P23/2,"П
AI",(-),,,2.4JBZ001,XT1,4,,,
C-PZT2P20/1,PZT-2P20/1 (+),PZT-2P20/1,"П
AI",(+),,,2.4JBZ002,XT1,1,,,
,PZT-2P20/1 (-),PZT-2P20/1,"П
AI",(-),,,2.4JBZ002,XT1,2,,,
C-PZT2P20/2,PZT-2P20/2 (+),PZT-2P20/2,"П
AI",(+),,,2.4JBZ002,XT1,3,,,
,PZT-2P20/2 (-),PZT-2P20/2,"П
AI",(-),,,2.4JBZ002,XT1,4,,,
C-LT2L9,LT-2L9 (+),LT-2L9,"П
AI",(+),,,2.2JB005,XT1,1,,,
,LT-2L9 (-),LT-2L9,"П
AI",(-),,,2.2JB005,XT1,2,,,
C-LZT2L20/1,LZT-2L20/1 (+),LZT-2L20/1,"П
AI",(+),,,2.2JBZ001 ,XT1,1,,,
,LZT-2L20/1 (-),LZT-2L20/1,"П
AI",(-),,,2.2JBZ001 ,XT1,2,,,
C-LZT2L20/2,LZT-2L20/2 (+),LZT-2L20/2,"П
AI",(+),,,2.2JBZ001 ,XT1,3,,,
,LZT-2L20/2 (-),LZT-2L20/2,"П
AI",(-),,,2.2JBZ001 ,XT1,4,,,
C-LT2L10,LT-2L10 (+),LT-2L10,"П
AI",(+),,,2.2JB006,XT1,1,,,
,LT-2L10 (-),LT-2L10,"П
AI",(-),,,2.2JB006,XT1,2,,,
C-LZT2L25/1,LZT-2L25/1 (+),LZT-2L25/1,"П
AI",(+),,,2.2JBZ002,XT1,1,,,
,LZT-2L25/1 (-),LZT-2L25/1,"П
AI",(-),,,2.2JBZ002,XT1,2,,,
C-LZT2L25/2,LZT-2L25/2 (+),LZT-2L25/2,"П
AI",(+),,,2.2JBZ002,XT1,3,,,
,LZT-2L25/2 (-),LZT-2L25/2,"П
AI",(-),,,2.2JBZ002,XT1,4,,,
C-FT2F4-1,FT-2F4 (+),FT-2F4,"П
AI",(+),,,2.2JB001,XT2,1,,,
,FT-2F4 (-),FT-2F4,"П
AI",(-),,,2.2JB001,XT2,2,,,
C-FT2F4-2,FT-2F4 (24В),FT-2F4,П,24В,,,2.2JB001,XT2,4,,,Опечатка в АСПА-КБ-297.22-2-7-АТХ
,FT-2F4 (0В),FT-2F4,П,0В,,,2.2JB001,XT2,4,,,
C-TT2T1,TT-2T1 (+),TT-2T1,"П
AI",(+),,,2.2JB001,XT1,1,,,
,TT-2T1 (-),TT-2T1,"П
AI",(-),,,2.2JB001,XT1,2,,,
C-FT2F3-1,FT-2F3 (+),FT-2F3,"П
AI",(+),,,2.2JB003,XT2,1,,,
,FT-2F3 (-),FT-2F3,"П
AI",(-),,,2.2JB003,XT2,2,,,
C-FT2F3-2,FT-2F3 (24В),FT-2F3,П,24В,,,2.2JB003,XT2,4,,,Опечатка в АСПА-КБ-297.22-2-7-АТХ
,FT-2F3 (0В),FT-2F3,П,0В,,,2.2JB003,XT2,4,,,
C-TT2T6,TT-2T6 (+),TT-2T6,"П
AI",(+),,,2.2JB003,XT1,1,,,
,TT-2T6 (-),TT-2T6,"П
AI",(-),,,2.2JB003,XT1,2,,,
C-2zpe18,2zpe18(L),2зпэ18,П,1,,,2.2JB002,XT1,1,,,
,HSO2zpe18(N),2зпэ18,П,2,,,2.2JB002,XT1,3,,,
,HSC2zpe18(N),2зпэ18,П,3,,,2.2JB002,XT1,2,,,
,ZS2zpe18(com),2зпэ18,П,4,,,2.2JB002,XT2,1,,,
,ZSO2zpe18,2зпэ18,П,5,,,2.2JB002,XT2,3,,,
,ZSC2zpe18,2зпэ18,П,6,,,2.2JB002,XT2,2,,,
C-2zpe20,2zpe20(L),2зпэ20,П,1,,,2.2JB002,XT1,4,,,
,HSO2zpe20(N),2зпэ20,П,2,,,2.2JB002,XT1,6,,,
,HSC2zpe20(N),2зпэ20,П,3,,,2.2JB002,XT1,5,,,
,ZS2zpe20(com),2зпэ20,П,4,,,2.2JB002,XT2,4,,,
,ZSO2zpe20,2зпэ20,П,5,,,2.2JB002,XT2,6,,,
,ZSC2zpe20,2зпэ20,П,6,,,2.2JB002,XT2,5,,,
C-2zpe136,2zpe136(L),2зпэ136,П,1,,,2.2JB002,XT1,7,,,
,HSO2zpe136(N),2зпэ136,П,2,,,2.2JB002,XT1,9,,,
,HSC2zpe136(N),2зпэ136,П,3,,,2.2JB002,XT1,8,,,
,ZS2zpe136(com),2зпэ136,П,4,,,2.2JB002,XT2,7,,,
,ZSO2zpe136,2зпэ136,П,5,,,2.2JB002,XT2,9,,,
,ZSC2zpe136,2зпэ136,П,6,,,2.2JB002,XT2,8,,,
C-2zpe138,2zpe138(L),2зпэ138,П,1,,,2.2JB002,XT1,10,,,
,HSO2zpe138(N),2зпэ138,П,2,,,2.2JB002,XT1,12,,,
,HSC2zpe138(N),2зпэ138,П,3,,,2.2JB002,XT1,11,,,
,ZS2zpe138(com),2зпэ138,П,4,,,2.2JB002,XT2,10,,,
,ZSO2zpe138,2зпэ138,П,5,,,2.2JB002,XT2,12,,,
,ZSC2zpe138,2зпэ138,П,6,,,2.2JB002,XT2,11,,,
C-2zpe19,2zpe19(L),2зпэ19,П,1,,,2.2JB004,XT1,1,,,
,HSO2zpe19(N),2зпэ19,П,2,,,2.2JB004,XT1,3,,,
,HSC2zpe19(N),2зпэ19,П,3,,,2.2JB004,XT1,2,,,
,ZS2zpe19(com),2зпэ19,П,4,,,2.2JB004,XT2,1,,,
,ZSO2zpe19,2зпэ19,П,5,,,2.2JB004,XT2,3,,,
,ZSC2zpe19,2зпэ19,П,6,,,2.2JB004,XT2,2,,,
C-2zpe21,2zpe21(L),2зпэ21,П,1,,,2.2JB004,XT1,4,,,
,HSO2zpe21(N),2зпэ21,П,2,,,2.2JB004,XT1,6,,,
,HSC2zpe21(N),2зпэ21,П,3,,,2.2JB004,XT1,5,,,
,ZS2zpe21(com),2зпэ21,П,4,,,2.2JB004,XT2,4,,,
,ZSO2zpe21,2зпэ21,П,5,,,2.2JB004,XT2,6,,,
,ZSC2zpe21,2зпэ21,П,6,,,2.2JB004,XT2,5,,,
C-2zpe137,2zpe137(L),2зпэ137,П,1,,,2.2JB004,XT1,7,,,
,HSO2zpe137(N),2зпэ137,П,2,,,2.2JB004,XT1,9,,,
,HSC2zpe137(N),2зпэ137,П,3,,,2.2JB004,XT1,8,,,
,ZS2zpe137(com),2зпэ137,П,4,,,2.2JB004,XT2,7,,,
,ZSO2zpe137,2зпэ137,П,5,,,2.2JB004,XT2,9,,,
,ZSC2zpe137,2зпэ137,П,6,,,2.2JB004,XT2,8,,,
C-2zpe139,2zpe139(L),2зпэ139,П,1,,,2.2JB004,XT1,10,,,
,HSO2zpe139(N),2зпэ139,П,2,,,2.2JB004,XT1,12,,,
,HSC2zpe139(N),2зпэ139,П,3,,,2.2JB004,XT1,11,,,
,ZS2zpe139(com),2зпэ139,П,4,,,2.2JB004,XT2,10,,,
,ZSO2zpe139,2зпэ139,П,5,,,2.2JB004,XT2,12,,,
,ZSC2zpe139,2зпэ139,П,6,,,2.2JB004,XT2,11,,,
C-FT3F1-2,FT-3F1 (+),FT-3F1,"П
AI",(+),,,3JB001,XT2,3,,,
,FT-3F1 (-),FT-3F1,"П
AI",(-),,,3JB001,XT2,4,,,
C-FT3F1-1,FT-3F1 (24В),FT-3F1,П,24В,,,3JB001,XT2,1,,,
,FT-3F1 (0В),FT-3F1,П,0В,,,3JB001,XT2,2,,,
C-LT3L1,LT-3L1 (+),LT-3L1,"П
AI",(+),,,3JB001,XT2,5,,,
,LT-3L1 (-),LT-3L1,"П
AI",(-),,,3JB001,XT2,6,,,
,LT-3L1 (PE),LT-3L1,"П
AI",PE,,,3JB001,XT2,PE,,,Нет провода
C-3zpe14-1,HS3zpe14(N),3зпэ14,П,1,,,3JB001,XT1,1,,,
,HSC3zpe14(L),3зпэ14,П,4,,,3JB001,XT1,2,,,
,HSO3zpe14(L),3зпэ14,П,3,,,3JB001,XT1,3,,,
,3zpe14-PE,3зпэ14,П,PE,,,3JB001,XT1,PE,,,
C-3zpe14-2,ZS3zpe14-1,3зпэ14,П,A,,,3JB001,XT2,7,,,
,ZSO3zpe14,3зпэ14,П,B,,,3JB001,XT2,8,,,
,ZS3zpe14-2,3зпэ14,П,C,,,3JB001,XT2,9,,,
,ZSC3zpe14,3зпэ14,П,D,,,3JB001,XT2,10,,,
C-3zpe17-1,HS3zpe17(N),3зпэ17,П,1,,,3JB001,XT1,4,,,
,HSC3zpe17(L),3зпэ17,П,4,,,3JB001,XT1,5,,,
,HSO3zpe17(L),3зпэ17,П,3,,,3JB001,XT1,6,,,
,3zpe17-PE,3зпэ17,П,PE,,,3JB001,XT1,PE,,,
C-3zpe17-2,ZS3zpe17-1,3зпэ17,П,A,,,3JB001,XT2,11,,,
,ZSO3zpe17,3зпэ17,П,B,,,3JB001,XT2,12,,,
,ZS3zpe17-2,3зпэ17,П,C,,,3JB001,XT2,13,,,
,ZSC3zpe17,3зпэ17,П,D,,,3JB001,XT2,14,,,
C-LZT3L6/1,LZT-3L6/1 (+),LZT-3L6/1,"П
AI",(+),,,3JBZ001,XT1,1,,,
,LZT-3L6/1 (-),LZT-3L6/1,"П
AI",(-),,,3JBZ001,XT1,2,,,
,LZT-3L6/1 (PE),LZT-3L6/1,П,PE,,,3JBZ001,XT1,PE,,,Нет провода
C-LZT3L6/2,LZT-3L6/2 (+),LZT-3L6/2,"П
AI",(+),,,3JBZ001,XT1,3,,,
,LZT-3L6/2 (-),LZT-3L6/2,"П
AI",(-),,,3JBZ001,XT1,4,,,
,LZT-3L6/2 (PE),LZT-3L6/2,П,PE,,,3JBZ001,XT1,PE,,,Нет провода
C-LT3L2,LT-3L2 (+),LT-3L2,"П
AI",(+),,,3JB002,XT2,5,,,
,LT-3L2 (-),LT-3L2,"П
AI",(-),,,3JB002,XT2,6,,,
,LT-3L2 (PE),LT-3L2,П,PE,,,3JB002,XT2,PE,,,Нет провода
C-FT3F8-1,FT-3F8 (24В),FT-3F8,П,24В,,,3JB002,XT2,1,,,
,FT-3F8 (0В),FT-3F8,П,0В,,,3JB002,XT2,2,,,
C-FT3F8-2,FT-3F8 (+),FT-3F8,"П
AI",(+),,,3JB002,XT2,3,,,
,FT-3F8 (-),FT-3F8,"П
AI",(-),,,3JB002,XT2,4,,,
C-3zpe18-1,HS3zpe18 (N),3зпэ18,П,1,,,3JB002,XT1,1,,,
,HSC3zpe18 (L),3зпэ18,П,4,,,3JB002,XT1,2,,,
,HSO3zpe18 (L),3зпэ18,П,3,,,3JB002,XT1,3,,,
,3zpe18-PE,3зпэ18,П,PE,,,3JB002,XT1,PE,,,
C-3zpe18-2,ZS3zpe18-1,3зпэ18,П,A,,,3JB002,XT2,8,,,Изменены номера клемм
,ZSO3zpe18,3зпэ18,П,B,,,3JB002,XT2,9,,,
,ZS3zpe18-2,3зпэ18,П,C,,,3JB002,XT2,10,,,
,ZSC3zpe18,3зпэ18,П,D,,,3JB002,XT2,11,,,
C-3zpe15-1,HS3zpe15 (N),3зпэ15,П,1,,,3JBZ002,XT1,1,,,
,HSC3zpe15 (L),3зпэ15,П,4,,,3JBZ002,XT1,2,,,
,HSO3zpe15 (L),3зпэ15,П,3,,,3JBZ002,XT1,3,,,
,3zpe15-PE,3зпэ15,П,PE,,,3JBZ002,XT1,PE,,,
C-3zpe15-2,ZS3zpe15-1,3зпэ15,П,A,,,3JBZ002,XT2,13,,,
,ZSO3zpe15,3зпэ15,П,B,,,3JBZ002,XT2,14,,,
,ZS3zpe15-2,3зпэ15,П,C,,,3JBZ002,XT2,15,,,
,ZSC3zpe15,3зпэ15,П,D,,,3JBZ002,XT2,16,,,
C-PZS3P11/1-2,PZS-3P11/1 (+),PZS-3P11/1,"П
DI",(+),,,3JBZ002,XT2,3,,,Повторяются названия кабелей
,PZS-3P11/1 (-),PZS-3P11/1,"П
DI",(-),,,3JBZ002,XT2,4,,,
C-PZS3P11/1-1,PZS-3P11/1 (24В),PZS-3P11/1,П,24В,,,3JBZ002,XT2,1,,,
,PZS-3P11/1 (0В),PZS-3P11/1,П,0В,,,3JBZ002,XT2,2,,,
C-PZS3P11/1-2,PZS-3P11/2 (+),PZS-3P11/2,"П
DI",(+),,,3JBZ002,XT2,7,,,
,PZS-3P11/2 (-),PZS-3P11/2,"П
DI",(-),,,3JBZ002,XT2,8,,,
C-PZS3P11/1-1,PZS-3P11/2 (24В),PZS-3P11/2,П,24В,,,3JBZ002,XT2,5,,,
,PZS-3P11/2 (0В),PZS-3P11/2,П,0В,,,3JBZ002,XT2,6,,,
C-LZT3L7/1,LZT-3L7/1 (+),LZT-3L7/1,П,(+),,,3JBZ002,XT2,9,,,
,LZT-3L7/1 (-),LZT-3L7/1,П,(-),,,3JBZ002,XT2,10,,,
,LZT-3L7/1 (PE),LZT-3L7/1,П,PE,,,3JBZ002,XT2,PE,,,
C-LZT3L7/2,LZT-3L7/2 (+),LZT-3L7/2,П,(+),,,3JBZ002,XT2,11,,,
,LZT-3L7/2 (-),LZT-3L7/2,П,(-),,,3JBZ002,XT2,12,,,
,LZT-3L7/2 (PE),LZT-3L7/2,П,PE,,,3JBZ002,XT2,PE,,,
C-FT3F9-1,FT-3F9 (24В),FT-3F9,П,24В,,,3JB003,XT2,1,,,
,FT-3F9 (0В),FT-3F9,П,0В,,,3JB003,XT2,2,,,
C-FT3F9-2,FT-3F9 (+),FT-3F9,"П
AI",(+),,,3JB003,XT2,3,,,
,FT-3F9 (-),FT-3F9,"П
AI",(-),,,3JB003,XT2,4,,,
C-LT3L3,LT-3L3 (+),LT-3L3,"П
AI",(+),,,3JB003,XT2,5,,,
,LT-3L3 (-),LT-3L3,"П
AI",(-),,,3JB003,XT2,6,,,
,LT-3L3 (PE),LT-3L3,П,PE,,,3JB003,XT2,PE,,,
C-3zpe19-1,HS3zpe19 (N),3зпэ19,П,1,,,3JB003,XT1,1,,,
,HSC3zpe19 (L) ,3зпэ19,П,4,,,3JB003,XT1,2,,,
,HSO3zpe19 (L),3зпэ19,П,3,,,3JB003,XT1,3,,,
,3zpe19-PE,3зпэ19,П,PE,,,3JB003,XT1,PE,,,
C-3zpe19-2,ZS3zpe19-1,3зпэ19,П,A,,,3JB003,XT2,7,,,
,ZSO3zpe19,3зпэ19,П,B,,,3JB003,XT2,8,,,
,ZS3zpe19-2,3зпэ19,П,C,,,3JB003,XT2,9,,,
,ZSC3zpe19,3зпэ19,П,D,,,3JB003,XT2,10,,,
C-3zpe16-1,HS3zpe16 (N),3зпэ16,П,1,,,3JBZ003,XT1,1,,,
,HSC3zpe16 (L),3зпэ16,П,4,,,3JBZ003,XT1,2,,,
,HSO3zpe16 (L),3зпэ16,П,3,,,3JBZ003,XT1,3,,,
,3zpe16-PE,3зпэ16,П,PE,,,3JBZ003,XT1,PE,,,
C-3zpe16-2,ZS3zpe16-1,3зпэ16,П,A,,,3JBZ003,XT2,13,,,
,ZSO3zpe16,3зпэ16,П,B,,,3JBZ003,XT2,14,,,
,ZS3zpe16-2,3зпэ16,П,C,,,3JBZ003,XT2,15,,,
,ZSC3zpe16,3зпэ16,П,D,,,3JBZ003,XT2,16,,,
C-PZS3P12/1-2,PZS-3P12/1 (+),PZS-3P12/1,"П
DI",(+),,,3JBZ003,XT2,3,,,Повторяются названия кабелей
,PZS-3P12/1 (-),PZS-3P12/1,"П
DI",(-),,,3JBZ003,XT2,4,,,
C-PZS3P12/1-1,PZS-3P12/1 (24В),PZS-3P12/1,П,24В,,,3JBZ003,XT2,1,,,
,PZS-3P12/1 (0В),PZS-3P12/1,П,0В,,,3JBZ003,XT2,2,,,
C-PZS3P12/1-2,PZS-3P12/2 (+),PZS-3P12/2,"П
DI",(+),,,3JBZ003,XT2,7,,,
,PZS-3P12/2 (-),PZS-3P12/2,"П
DI",(-),,,3JBZ003,XT2,8,,,
C-PZS3P12/1-1,PZS-3P12/2 (24В),PZS-3P12/2,П,24В,,,3JBZ003,XT2,5,,,
,PZS-3P12/2 (0В),PZS-3P12/2,П,0В,,,3JBZ003,XT2,6,,,
C-LZT3L8/1,LZT-3L8/1 (+),LZT-3L8/1,"П
AI",(+),,,3JBZ003,XT2,9,,,
,LZT-3L8/1 (-),LZT-3L8/1,"П
AI",(-),,,3JBZ003,XT2,10,,,
,LZT-3L8/1 (PE),LZT-3L8/1,П,PE,,,3JBZ003,XT2,PE,,,Нет провода
C-LZT3L8/2,LZT-3L8/2 (+),LZT-3L8/2,"П
AI",(+),,,3JBZ003,XT2,11,,,
,LZT-3L8/2 (-),LZT-3L8/2,"П
AI",(-),,,3JBZ003,XT2,12,,,
,LZT-3L8/2 (PE),LZT-3L8/2,П,PE,,,3JBZ003,XT2,PE,,,Нет провода
C-LT3L4,LT-3L4 (+),LT-3L4,"П
AI",(+),,,3JB004,XT2,1,,,
,LT-3L4 (-),LT-3L4,"П
AI",(-),,,3JB004,XT2,2,,,
,LT-3L4 (PE),LT-3L4,П,PE,,,3JB004,XT2,PE,,,Нет провода
C-3kshe8-1,HS3kshe8 (N),3кшэ8,П,1,,,3JB004,XT1,1,,,
,HSC3kshe8 (L) ,3кшэ8,П,4,,,3JB004,XT1,2,,,
,HSO3kshe8 (L) ,3кшэ8,П,3,,,3JB004,XT1,3,,,
,3kshe8-PE,3кшэ8,П,PE,,,3JB004,XT1,PE,,,
C-3kshe8-2,ZS3kshe8-1,3кшэ8,П,A,,,3JB004,XT2,3,,,
,ZSO3kshe8,3кшэ8,П,B,,,3JB004,XT2,4,,,
,ZS3kshe8-2,3кшэ8,П,C,,,3JB004,XT2,5,,,
,ZSC3kshe8,3кшэ8,П,D,,,3JB004,XT2,6,,,
C-3kshe9-1,HS3kshe9 (N),3кшэ9,П,1,,,3JB004,XT1,4,,,
,HSC3kshe9 (L) ,3кшэ9,П,4,,,3JB004,XT1,5,,,
,HSO3kshe9 (L) ,3кшэ9,П,3,,,3JB004,XT1,6,,,
,3kshe9-PE,3кшэ9,П,PE,,,3JB004,XT1,PE,,,
C-3kshe9-2,ZS3kshe9-1,3кшэ9,П,A,,,3JB004,XT2,7,,,
,ZSO3kshe9,3кшэ9,П,B,,,3JB004,XT2,8,,,
,ZS3kshe9-2,3кшэ9,П,C,,,3JB004,XT2,9,,,
,ZSC3kshe9,3кшэ9,П,D,,,3JB004,XT2,10,,,
C-НД8/1-1,HS_НД8/1 (+),НД8/1,П,(+),,,3JB004,XT2,11,,,
,HS_НД8/1 (-),НД8/1,П,(-),,,3JB004,XT2,12,,,
,XA_НД8/1 (+),НД8/1,П,(+),,,3JB004,XT2,13,,,
,XA_НД8/1 (-),НД8/1,П,(-),,,3JB004,XT2,14,,,
C-НД8/1-2,SIC_НД8/1 (+),НД8/1,П,(+),,,3JB004,XT2,15,,,
,SIC_НД8/1 (-),НД8/1,П,(-),,,3JB004,XT2,16,,,
C-3kshe12-1,HS3kshe12 (N),3кшэ12,П,1,,,3JBZ004,XT1,1,,,
,HSC3kshe12  (L) ,3кшэ12,П,4,,,3JBZ004,XT1,2,,,
,HSO3kshe12 (L) ,3кшэ12,П,3,,,3JBZ004,XT1,3,,,
,3kshe12-PE,3кшэ12,П,PE,,,3JBZ004,XT1,PE,,,
C-3kshe12-2,ZS3kshe12-1,3кшэ12,П,A,,,3JBZ004,XT2,13,,,
,ZSO3kshe12,3кшэ12,П,B,,,3JBZ004,XT2,14,,,
,ZS3kshe12-2,3кшэ12,П,C,,,3JBZ004,XT2,15,,,
,ZSC3kshe12,3кшэ12,П,D,,,3JBZ004,XT2,16,,,
C-3kshe13-1,HS3kshe13 (N),3кшэ13,П,1,,,3JBZ004,XT1,4,,,
,HSC3kshe13 (L) ,3кшэ13,П,4,,,3JBZ004,XT1,5,,,
,HSO3kshe13 (L) ,3кшэ13,П,3,,,3JBZ004,XT1,6,,,
,3kshe13-PE,3кшэ13,П,PE,,,3JBZ004,XT1,PE,,,
C-3kshe13-2,ZS3kshe13-1,3кшэ13,П,A,,,3JBZ004,XT2,17,,,
,ZSO3kshe13,3кшэ13,П,B,,,3JBZ004,XT2,18,,,
,ZS3kshe13-2,3кшэ13,П,C,,,3JBZ004,XT2,19,,,
,ZSC3kshe13,3кшэ13,П,D,,,3JBZ004,XT2,20,,,
PZS-3P18/1-2,PZS-3P18/1 (+),PZS-3P18/1,"П
DI",(+),,,3JBZ004,XT2,3,,,
,PZS-3P18/1 (-),PZS-3P18/1,"П
DI",(-),,,3JBZ004,XT2,4,,,
PZS-3P18/1-1,PZS-3P18/1 (24В),PZS-3P18/1,П,24В,,,3JBZ004,XT2,1,,,
,PZS-3P18/1 (0В),PZS-3P18/1,П,0В,,,3JBZ004,XT2,2,,,
PZS-3P18/2-2,PZS-3P18/2 (+),PZS-3P18/2,"П
DI",(+),,,3JBZ004,XT2,7,,,
,PZS-3P18/2 (-),PZS-3P18/2,"П
DI",(-),,,3JBZ004,XT2,8,,,
PZS-3P18/2-1,PZS-3P18/2 (24В),PZS-3P18/2,П,24В,,,3JBZ004,XT2,5,,,
,PZS-3P18/2 (0В),PZS-3P18/2,П,0В,,,3JBZ004,XT2,6,,,
C-LZT3L9/1,LZT-3L9/1 (+),LZT-3L9/1,"П
AI",(+),,,3JBZ004,XT2,9,,,
,LZT-3L9/1 (-),LZT-3L9/1,"П
AI",(-),,,3JBZ004,XT2,10,,,
,LZT-3L9/1 (PE),LZT-3L9/1,П,PE,,,3JBZ004,XT2,PE,,,Нет провода
C-LZT3L9/2,LZT-3L9/2 (+),LZT-3L9/2,"П
AI",(+),,,3JBZ004,XT2,11,,,
,LZT-3L9/2 (-),LZT-3L9/2,"П
AI",(-),,,3JBZ004,XT2,12,,,
,LZT-3L9/2 (PE),LZT-3L9/2,П,PE,,,3JBZ004,XT2,PE,,,Нет провода
C-FT3F7-2,FT-3F7 (+),FT-3F7,"П
AI",(+),,,3JB005,XT2,3,,,
,FT-3F7 (-),FT-3F8,"П
AI",(-),,,3JB005,XT2,4,,,
C-FT3F7-1,FT-3F7 (24В),FT-3F8,П,24В,,,3JB005,XT2,1,,,
,FT-3F7 (0В),FT-3F8,П,0В,,,3JB005,XT2,2,,,
C-3kshe6-1,HS3kshe6 (N),3кшэ6,П,1,,,3JB005,XT1,16,,,
,HSC3kshe6 (L) ,3кшэ6,П,4,,,3JB005,XT1,17,,,
,HSO10kshe6 (L) ,3кшэ6,П,3,,,3JB005,XT1,18,,,
,3kshe6-PE,3кшэ6,П,PE,,,3JB005,XT1,PE,,,
C-3kshe6-2,ZS10kshe6-1,3кшэ6,П,A,,,3JB005,XT2,25,,,
,ZSO3kshe6,3кшэ6,П,B,,,3JB005,XT2,26,,,
,ZS10kshe6-2,3кшэ6,П,C,,,3JB005,XT2,27,,,
,ZSC3kshe6,3кшэ6,П,D,,,3JB005,XT2,28,,,
C-3kshe1/1-1,HS3kshe1/1 (N),3кшэ1/1,П,1,,,3JB005,XT1,1,,,
,HSC3kshe1/1 (L) ,3кшэ1/1,П,4,,,3JB005,XT1,2,,,
,HSO3kshe1/1 (L) ,3кшэ1/1,П,3,,,3JB005,XT1,3,,,
,3kshe1/1-PE,3кшэ1/1,П,PE,,,3JB005,XT1,PE,,,
C-3kshe1/1-2,ZS3kshe1/1-1,3кшэ1/1,П,A,,,3JB005,XT2,5,,,
,ZSO3kshe1/1,3кшэ1/1,П,B,,,3JB005,XT2,6,,,
,ZS3kshe1/1-2,3кшэ1/1,П,C,,,3JB005,XT2,7,,,
,ZSC3kshe1/1,3кшэ1/1,П,D,,,3JB005,XT2,8,,,
C-3kshe2/1-1,HS3kshe2/1 (N),3кшэ2/1,П,1,,,3JB005,XT1,4,,,
,HSC3kshe2/1 (L) ,3кшэ2/1,П,4,,,3JB005,XT1,5,,,
,HSO3kshe2/1 (L) ,3кшэ2/1,П,3,,,3JB005,XT1,6,,,
,3kshe2/1-PE,3кшэ2/1,П,PE,,,3JB005,XT1,PE,,,
C-3kshe2/1-2,ZS3kshe2/1-1,3кшэ2/1,П,A,,,3JB005,XT2,9,,,
,ZSO3kshe2/1,3кшэ2/1,П,B,,,3JB005,XT2,10,,,
,ZS3kshe2/1-2,3кшэ2/1,П,C,,,3JB005,XT2,11,,,
,ZSC3kshe2/1,3кшэ2/1,П,D,,,3JB005,XT2,12,,,
C-3zpe3/1-1,HS3zpe3/1 (N),3зпэ3/1,П,1,,,3JB005,XT1,7,,,
